village,vlcode,state,district,block,population,total_population_village,total_households,total_geographical_area,latitude,longitude,aashray_risk_score,priority,risk_category,risk_model,risk_model_note,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution,forest_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,nearest_town_distance_from_village
Bala Bhadrapur,397068,Odisha,Kendrapara,Mahakalapada,95.0,95.0,24.0,38.0,20.44334981827594,86.66087536591496,33.80268353350144,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.300773461755399,0.0,0.560878951436174,0.5378752947467564,0.3380268353350144,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,25.0,25.0,0.0,21.0
Guludia,397022,Odisha,Kendrapara,Mahakalapada,563.0,563.0,126.0,125.0,20.470163995034053,86.66975004021151,41.61076447229567,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4879612953864761,0.1,0.5485767886306505,0.5378752947467564,0.4161076447229567,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,11.0,74.0,74.0,0.0,28.0
Sana Rahama,396991,Odisha,Kendrapara,Mahakalapada,1137.0,1137.0,270.0,220.0,20.488514596524897,86.6453306439051,51.202170440133486,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6483176440592895,0.3,0.5398054089367872,0.5378752947467564,0.5120217044013349,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,150.0,150.0,0.0,17.0
Bahar Subala,397029,Odisha,Kendrapara,Mahakalapada,1126.0,1126.0,283.0,197.0,20.44574373615722,86.64383522676349,43.45343671708743,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.3740224367962733,0.3,0.5590103087305645,0.5378752947467564,0.4345343671708743,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,3.0,124.0,124.0,0.0,25.0
Bhuinpada,397002,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,219.0,20.482926350458072,86.70521118411173,38.19182200361123,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4619861248974313,0.0,0.5429892944701264,0.5378752947467564,0.3819182200361123,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,219.0,0.0,0.0,0.0,40.0
Badapal,397020,Odisha,Kendrapara,Mahakalapada,407.0,407.0,89.0,110.0,20.454804313167003,86.68073866536957,37.421181454658395,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.3421383658815863,0.1,0.5559809833310272,0.5378752947467564,0.3742118145465839,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,7.0,77.0,77.0,0.0,28.0
Sankachit,397003,Odisha,Kendrapara,Mahakalapada,21.0,21.0,3.0,210.0,20.488686402912627,86.71587490693933,37.70940215014471,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4475990983652387,0.0,0.5409569321700968,0.5378752947467564,0.3770940215014471,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,30.0
Tarapada,397070,Odisha,Kendrapara,Mahakalapada,494.0,494.0,125.0,96.0,20.45462479931445,86.672754733735,42.920763197831405,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.3589699736128105,0.3,0.5557663237804782,0.5378752947467564,0.429207631978314,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,23.0,48.0,48.0,0.0,25.0
Kandara Patia,396056,Odisha,Kendrapara,Mahakalapada,292.0,292.0,63.0,116.0,20.456331260580722,86.73015365878841,47.605485161435816,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6824734114422712,0.1,0.5549510769293022,0.5378752947467564,0.4760548516143582,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,96.0,0.0,0.0,0.0,32.0
Nalitapatia,395760,Odisha,Kendrapara,Rajnagar,716.0,716.0,152.0,215.0,20.750268175780242,86.83687341906935,50.7018317363371,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7081181525776821,0.1,0.590436866473867,0.6098682748579979,0.507018317363371,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,2.0,2.0,0.0,38.0
Kantilo,397019,Odisha,Kendrapara,Mahakalapada,677.0,677.0,160.0,171.0,20.457377176580263,86.69035767253868,38.39591623754101,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.3751787992063414,0.1,0.5553218546566256,0.5378752947467564,0.3839591623754101,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,38.0,83.0,83.0,0.0,28.0
Bada Baincha,397024,Odisha,Kendrapara,Mahakalapada,953.0,953.0,185.0,156.0,20.463597303016172,86.65448964467421,41.02387357151137,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4662831242295209,0.1,0.5511149579876247,0.5378752947467564,0.4102387357151137,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,111.0,111.0,0.0,21.0
Kholanai,397025,Odisha,Kendrapara,Mahakalapada,333.0,333.0,69.0,76.0,20.46903350551233,86.64906772764878,47.829144229453966,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5284326282835705,0.3,0.5487463794404688,0.5378752947467564,0.4782914422945397,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,7.0,54.0,54.0,0.0,18.0
Kiabaria,397111,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,94.0,20.397976179166008,86.64700693003918,30.87704991077927,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.1849501534893539,0.0,0.5828415764465413,0.5378752947467564,0.3087704991077927,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,8.0,70.0,70.0,0.0,35.0
Gogua,396996,Odisha,Kendrapara,Mahakalapada,1470.0,1470.0,335.0,189.0,20.488414236682672,86.6621168433049,51.29626057243518,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6512154552666347,0.3,0.5400916407800405,0.5378752947467564,0.5129626057243518,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,3.0,135.0,135.0,0.0,23.0
Panikhia,397000,Odisha,Kendrapara,Mahakalapada,203.0,203.0,51.0,163.0,20.489334072996787,86.69679864246926,48.16761810554599,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.546906770334731,0.3,0.5401163640227575,0.5378752947467564,0.4816761810554599,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,49.0,75.0,75.0,0.0,35.0
Bandha Para,396994,Odisha,Kendrapara,Mahakalapada,241.0,241.0,65.0,66.0,20.47744465713288,86.66030802432701,48.93496275787213,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5684293367863432,0.3,0.5449830703738686,0.5378752947467564,0.4893496275787213,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,50.0,50.0,0.0,24.0
Baligarh,397131,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,267.0,20.376953668916155,86.73966762994058,46.13972742975992,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6855271107302487,0.0,0.5926563285166935,0.5378752947467564,0.4613972742975992,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,12.0
Hariabanka,397129,Odisha,Kendrapara,Mahakalapada,2059.0,2059.0,441.0,14.0,20.381121318755884,86.70457527728351,44.05495358239657,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5323572282642944,0.1,0.5930692335813045,0.5378752947467564,0.4405495358239657,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,0.0,0.0,0.0,10.0
Suniti Bena Kandha,397017,Odisha,Kendrapara,Mahakalapada,4682.0,4682.0,1050.0,1298.0,20.462093009109296,86.71168242361118,40.52043473096907,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5300460999770513,0.0,0.554461833468896,0.5378752947467564,0.4052043473096907,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,577.0,381.0,381.0,0.0,16.0
Bana Pada,397016,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,299.0,20.483149371391214,86.74475751999826,52.03966562385165,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6730912105724784,0.3,0.5435769364696866,0.5378752947467564,0.5203966562385165,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,299.0,0.0,0.0,0.0,28.0
Khamarsahi,395761,Odisha,Kendrapara,Rajnagar,923.0,923.0,198.0,173.0,20.75167163265989,86.84378890651278,46.62047625057318,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6570766084700315,0.0,0.5884324999724913,0.6098682748579979,0.4662047625057318,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,87.0,87.0,0.0,38.0
Gobardhanpur,396025,Odisha,Kendrapara,Rajnagar,1420.0,1420.0,269.0,173.0,20.53726434792713,86.7363337858782,42.702864487781724,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5333869591281688,0.1,0.5377499927600616,0.5378752947467564,0.4270286448778173,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,27.0
Koilipur,396042,Odisha,Kendrapara,Rajnagar,238.0,238.0,49.0,76.0,20.527092170939728,86.73064307577992,43.15820164192935,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5527354859227351,0.1,0.5327452467724867,0.5378752947467564,0.4315820164192935,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,31.0
Rata Panga,397014,Odisha,Kendrapara,Mahakalapada,478.0,478.0,97.0,109.0,20.50119100534187,86.73869728446962,48.79871310483947,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5722552588884233,0.3,0.5349419777300659,0.5378752947467564,0.4879871310483947,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,88.0,88.0,0.0,27.0
Bhatapara,395943,Odisha,Kendrapara,Rajnagar,667.0,667.0,152.0,114.0,20.593250781022313,86.70216597125693,49.1571481874274,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5707127851534823,0.3,0.5511303495155123,0.5378752947467564,0.491571481874274,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,23.0
Maliabuda,395949,Odisha,Kendrapara,Rajnagar,379.0,379.0,74.0,125.0,20.588706942692067,86.73393666977655,62.07736862381413,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5791879917362535,0.8,0.5577689190716562,0.5378752947467564,0.6207736862381413,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,26.0
Jayapur,396024,Odisha,Kendrapara,Rajnagar,446.0,446.0,88.0,169.0,20.542021419872295,86.74884045904014,57.45560540763406,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4392666953991498,0.8,0.5408039460289775,0.5378752947467564,0.5745560540763406,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,28.0
Tarapada,395997,Odisha,Kendrapara,Rajnagar,583.0,583.0,128.0,113.0,20.565451642116376,86.74050972915057,46.58683561030191,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4866413564861037,0.3,0.5492035608313469,0.5378752947467564,0.4658683561030191,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,39.0,0.0,0.0,0.0,27.0
Badkota,396005,Odisha,Kendrapara,Rajnagar,457.0,457.0,104.0,123.0,20.547521418359118,86.71822104811166,52.218209412021466,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6831188103981185,0.3,0.5386855682057112,0.5378752947467564,0.5221820941202147,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,31.0
Taradeipur,396040,Odisha,Kendrapara,Rajnagar,19.0,19.0,4.0,70.0,20.513544140257007,86.72441110973597,40.25284463456761,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5410287729971991,0.0,0.5305790219886601,0.5378752947467564,0.4025284463456761,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,46.0
Doligan,396998,Odisha,Kendrapara,Mahakalapada,849.0,849.0,184.0,90.0,20.49450816047375,86.68212726919403,51.343020603352485,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6546302319618216,0.3,0.5378643099825084,0.5378752947467564,0.5134302060335248,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,60.0,60.0,0.0,25.0
Isani Palla,396032,Odisha,Kendrapara,Rajnagar,341.0,341.0,73.0,55.0,20.51483933934929,86.69635620568607,43.65178886661041,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6554049374542881,0.0,0.5292853939218655,0.5378752947467564,0.4365178886661041,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,31.0
Tetelenga,396027,Odisha,Kendrapara,Rajnagar,684.0,684.0,153.0,138.0,20.536267050035324,86.71722752585985,52.01929084936481,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6798158912474599,0.3,0.5346923286802355,0.5378752947467564,0.5201929084936481,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,31.0
Balarampur,396009,Odisha,Kendrapara,Rajnagar,1323.0,1323.0,232.0,204.0,20.554649451461977,86.75429870646448,39.60927333517795,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4219118597830414,0.1,0.5477764658700635,0.5378752947467564,0.3960927333517795,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,45.0,0.0,0.0,0.0,27.0
Praharajpur,396043,Odisha,Kendrapara,Rajnagar,952.0,952.0,176.0,153.0,20.528132543527533,86.745692008703,45.59342604375211,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4649640654870667,0.3,0.5354799273681994,0.5378752947467564,0.4559342604375211,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,31.0
Arakhadiha,396006,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,44.0,20.550506946304534,86.72819904077376,50.03689773515987,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6081257659968045,0.3,0.5414247544128241,0.5378752947467564,0.5003689773515987,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,28.0
Mangalpur,395909,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,42.0,20.60770371648282,86.74115995262765,48.8824846077216,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7139232541145775,0.1,0.568291243573966,0.5378752947467564,0.488824846077216,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,25.0
Garjang,397001,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,69.0,20.499396520406528,86.7047379076901,48.16303839542099,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5502567731444818,0.3,0.5359131722460561,0.5378752947467564,0.4816303839542099,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,13.0,52.0,52.0,0.0,10.0
Odiasala,397012,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,58.0,20.495375172762728,86.75319728189687,45.037676415204366,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6951538615445372,0.0,0.5370221869573255,0.5378752947467564,0.4503767641520437,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,31.0,0.0,0.0,0.0,44.0
Basantpur,396037,Odisha,Kendrapara,Rajnagar,597.0,597.0,118.0,103.0,20.508438548031446,86.71137006503385,44.13247174818034,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5853004288615542,0.1,0.5326381194959439,0.5378752947467564,0.4413247174818034,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,103.0,0.0,103.0,31.0
Inkiria,396038,Odisha,Kendrapara,Rajnagar,248.0,248.0,48.0,56.0,20.513421315712925,86.71559492451064,49.46120444814867,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.597786787019803,0.3,0.5308037977047785,0.5378752947467564,0.4946120444814867,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,55.0,55.0,0.0,30.0
Gankalu Para,396030,Odisha,Kendrapara,Rajnagar,187.0,187.0,29.0,92.0,20.51952181271243,86.71107754386549,43.64225168419283,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6567608536773877,0.0,0.527276807157443,0.5378752947467564,0.4364225168419283,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,30.0
Duttapur,396041,Odisha,Kendrapara,Rajnagar,70.0,70.0,14.0,63.0,20.52063859064173,86.7299178999819,42.39999217844391,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5298906531599431,0.1,0.5298306675484197,0.5378752947467564,0.4239999217844391,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,47.0
Kani,395950,Odisha,Kendrapara,Rajnagar,933.0,933.0,188.0,165.0,20.586454244361242,86.74548461516567,65.9229499507238,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5394838091053161,1.0,0.5592371913051679,0.5378752947467564,0.6592294995072381,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,27.0
Madhyapara,395939,Odisha,Kendrapara,Rajnagar,1230.0,1230.0,303.0,128.0,20.60021569551442,86.6860526478101,42.51681924107652,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6016790210547777,0.0,0.5483577085799224,0.5378752947467564,0.4251681924107652,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,20.0
Bandhapara,395938,Odisha,Kendrapara,Rajnagar,692.0,692.0,187.0,75.0,20.588215496024866,86.68270506423075,47.78006798144021,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6971210063876105,0.1,0.5443572757950705,0.5378752947467564,0.4778006798144021,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,20.0
Rajagarh,395948,Odisha,Kendrapara,Rajnagar,1508.0,1508.0,339.0,198.0,20.598698393495997,86.73743273917488,46.9800337671647,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6556919674866595,0.1,0.5620707539051915,0.5378752947467564,0.469800337671647,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,18.0,0.0,0.0,0.0,28.0
