village,vlcode,state,district,block,population,total_population_village,total_households,total_geographical_area,latitude,longitude,aashray_risk_score,priority,risk_category,risk_model,risk_model_note,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution,forest_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,nearest_town_distance_from_village
Baisonvally,628063,Kerala,Idukki,Adimali,12653.0,12653.0,3163.0,3262.0,10.009156231755115,77.10015510285257,49.81,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2742.0,2697.0,45.0,50.0
Kallamala,627614,Kerala,Palakkad,Attappady,12614.0,12614.0,2912.0,7700.0,11.05343572834438,76.55511336367637,49.75,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,3000.0,3228.0,152.0,3130.0,59.0
Vembayam,628498,Kerala,Thiruvananthapuram,Nedumangad,20716.0,20716.0,5328.0,1562.0,8.615171079763776,76.92920536981254,49.75,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1217.0,1385.0,171.0,12.0
Piravom,628031,Kerala,Ernakulam,Pampakuda,27229.0,27229.0,6943.0,2896.0,9.869342324443696,76.49037018066423,49.74,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2692.0,1880.0,813.0,20.0
Pampadumpara,628076,Kerala,Idukki,Nedumkandam,17336.0,17336.0,4351.0,3619.0,9.797218468510383,77.15659046900892,49.7,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,3517.0,3217.0,300.0,68.0
Purakkadi,627315,Kerala,Wayanad,Kalpetta,21022.0,21022.0,5102.0,3198.0,11.675655733855487,76.16071182157614,49.67,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,73.0,2421.0,1958.0,464.0,13.0
Parathodu,628075,Kerala,Idukki,Nedumkandam,20417.0,20417.0,5444.0,5663.0,9.852811226832571,77.18175604920243,49.17,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,5504.0,5274.0,250.0,90.0
Thottackad,628185,Kerala,Kottayam,Madappally,13990.0,13990.0,3476.0,1190.0,9.520985905750036,76.59758197733541,49.08,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1049.0,1052.0,5.0,13.0
Thannithode,628341,Kerala,Pathanamthitta,Ranni,12508.0,12508.0,3475.0,34802.0,9.24974067394716,76.94556830258789,49.06,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,33028.0,1562.0,1562.0,0.0,26.0
Thalavady,628249,Kerala,Alappuzha,Champakkulam,20556.0,20556.0,5250.0,1576.0,9.368766949823415,76.49595526055604,49.01,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1050.0,126.0,981.0,8.0
Navaikulam,628455,Kerala,Thiruvananthapuram,Kilimanoor,26551.0,26551.0,6721.0,1627.0,8.790250583291117,76.77843786483484,48.92,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1272.0,782.0,491.0,10.0
Alapadamba,627180,Kerala,Kannur,Payyannur,8660.0,8660.0,2233.0,2525.0,12.198675305164318,75.25535472483597,48.92,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1162.0,471.0,718.0,12.0
Pallimon,628434,Kerala,Kollam,Ithikkara,20677.0,20677.0,5069.0,1432.0,8.901278430107235,76.7213319792715,48.87,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1210.0,1013.0,197.0,17.0
Vadakkancheri I,627706,Kerala,Palakkad,Alathur,20973.0,20973.0,4876.0,2113.0,10.584908825893176,76.46452463896016,48.84,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,600.0,1713.0,312.0,32.0
Arakkulam,628100,Kerala,Idukki,Idukki,12421.0,12421.0,3157.0,4135.0,9.793125802148928,76.86016845274327,48.74,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,1214.0,2315.0,2309.0,6.0,19.0
Vadakkancheri Ii,627707,Kerala,Palakkad,Alathur,14918.0,14918.0,3502.0,1675.0,10.613049443521655,76.49857971728065,48.52,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,158.0,1250.0,823.0,427.0,33.0
Elamba,628469,Kerala,Thiruvananthapuram,Chirayinkeezhu,20314.0,20314.0,5288.0,1695.0,8.694172098948702,76.8673633711931,48.46,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1533.0,835.0,717.0,5.0
Kottathara,627326,Kerala,Wayanad,Kalpetta,17295.0,17295.0,3920.0,3224.0,11.668005892492705,76.03915881011856,48.43,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,4.0,2481.0,2779.0,86.0,15.0
Nedumudi,628245,Kerala,Alappuzha,Champakkulam,14601.0,14601.0,3668.0,2023.0,9.422639276050337,76.38890282624493,48.43,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1290.0,1.0,1739.0,12.0
Palakkuzha,628034,Kerala,Ernakulam,Pampakuda,13412.0,13412.0,3401.0,2265.0,9.882822303225476,76.61159330827549,48.25,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2123.0,1723.0,412.0,18.0
New Naduvil,627192,Kerala,Kannur,Taliparamba,20369.0,20369.0,4926.0,4931.0,12.139497661720355,75.493339684283,48.22,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,130.0,4710.0,1070.0,3640.0,43.0
Thachanattukara I,627625,Kerala,Palakkad,Mannarkad,18864.0,18864.0,3545.0,2306.0,10.957826795869162,76.3570215894142,48.04,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2306.0,0.0,2306.0,17.0
Chathurangapara,628069,Kerala,Idukki,Nedumkandam,4177.0,4177.0,1306.0,2992.0,9.898334171716028,77.19774970975374,47.84,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2902.0,2897.0,5.0,20.0
Niranam,628292,Kerala,Pathanamthitta,Pulikkeezh (Part),10770.0,10770.0,2837.0,1101.0,9.340787490921109,76.50415937947538,47.73,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,715.0,186.0,744.0,10.0
Pallivasal,628058,Kerala,Idukki,Adimali,10875.0,10875.0,2726.0,3389.0,10.043755374921584,77.03407090061843,47.66,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,3348.0,3336.0,12.0,72.0
Thinoor,627344,Kerala,Kozhikode,Kunnummal,5148.0,5148.0,1229.0,3516.0,11.745359238864207,75.76712804172456,47.63,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,1571.0,1945.0,0.0,1945.0,32.0
Rajakumari,628066,Kerala,Idukki,Devikulam,16253.0,16253.0,4233.0,4454.0,9.987529274728356,77.15856179077142,47.56,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,4259.0,4141.0,142.0,112.0
Mundakayam,628195,Kerala,Kottayam,Kanjirappally,19939.0,19939.0,4961.0,4100.0,9.571085257089775,76.86086810015105,47.47,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,3450.0,3450.0,0.0,24.0
Valat,627300,Kerala,Wayanad,Mananthavady,10799.0,10799.0,2477.0,2721.0,11.793165497466322,75.91060809057599,47.47,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,162.0,2448.0,2084.0,405.0,52.0
Chakkittapara,627372,Kerala,Kozhikode,Perambra,11763.0,11763.0,2904.0,12420.0,11.570047046054404,75.89310004603186,47.47,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,4723.0,5023.0,4863.0,160.0,28.0
Ambalapara I,627593,Kerala,Palakkad,Ottappalam,13387.0,13387.0,3126.0,2089.0,10.821458148455084,76.43617391019464,47.46,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,57.0,801.0,1070.0,497.0,9.0
Thachampara,627619,Kerala,Palakkad,Mannarkad,13733.0,13733.0,3058.0,1299.0,10.96639342743856,76.51658867736,47.46,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1299.0,1130.0,169.0,30.0
Ezhikkara,627982,Kerala,Ernakulam,Paravur,10813.0,10813.0,2698.0,1301.0,10.088944228902513,76.23399080341436,47.4,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1068.0,1068.0,0.0,5.0
Koovappally,628202,Kerala,Kottayam,Kanjirappally,20182.0,20182.0,4821.0,3047.0,9.523046781151836,76.81587769355077,47.36,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,480.0,0.0,480.0,48.0
Padiyoor,627203,Kerala,Kannur,Irikkur,12114.0,12114.0,2758.0,2544.0,12.002602012057494,75.62311820925584,47.33,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1939.0,2200.0,92.0,35.0
Kokkayar,628106,Kerala,Idukki,Azhutha,12190.0,12190.0,3057.0,6211.0,9.58278459525105,76.91784449281309,47.33,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,1530.0,3592.0,3592.0,0.0,50.0
Kanthalloor,628051,Kerala,Idukki,Devikulam,6758.0,6758.0,1778.0,4842.0,10.211091965480865,77.18728851936929,47.32,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,805.0,2631.0,2429.0,202.0,55.0
Payyampally,627295,Kerala,Wayanad,Mananthavady,13311.0,13311.0,3193.0,2555.0,11.807950170937714,76.05484755487578,47.14,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2516.0,1514.0,1002.0,27.0
Vakathanam,628180,Kerala,Kottayam,Madappally,19589.0,19589.0,4972.0,1457.0,9.513177859444928,76.56941593002611,47.04,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,780.0,852.0,0.0,12.0
Cheruthana,628251,Kerala,Alappuzha,Haripad,12882.0,12882.0,3274.0,1425.0,9.328588234242831,76.44555965080916,47.0,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1397.0,348.0,1049.0,20.0
Chakkupallam,628082,Kerala,Idukki,Kattappana,12609.0,12609.0,3429.0,2833.0,9.662733127308554,77.14110891369525,46.9,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2730.0,2665.0,66.0,103.0
Kannavam,627267,Kerala,Kannur,Koothuparamba,9211.0,9211.0,2084.0,1674.0,11.860960914638596,75.64575890608334,46.74,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,4.0,597.0,0.0,597.0,13.0
Perumbala,627101,Kerala,Kasaragod,Kasaragod,8096.0,8096.0,1677.0,792.0,12.48800797004041,75.02767757508617,46.64,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,634.0,517.0,117.0,6.0
Kankole,627179,Kerala,Kannur,Payyannur,10665.0,10665.0,2576.0,1677.0,12.154245094034408,75.23843513845654,46.55,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1145.0,576.0,568.0,10.0
Kayaralam,627208,Kerala,Kannur,Irikkur,17159.0,17159.0,3800.0,2033.0,12.000628781051542,75.4347255187498,46.47,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1210.0,761.0,471.0,22.0
Alathur,627915,Kerala,Thrissur,Mala,12678.0,12678.0,3236.0,1258.0,10.233588288452378,76.30570828424806,46.29,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1115.0,162.0,953.0,18.0
Vandazhi Ii,627708,Kerala,Palakkad,Alathur,12789.0,12789.0,3050.0,1881.0,10.594625151345292,76.52255702055362,46.28,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,18.0,932.0,1383.0,394.0,35.0
Arattupuzha,627824,Kerala,Thrissur,Cherpu,7263.0,7263.0,1793.0,414.0,10.420122692056706,76.22463387860529,46.03,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,367.0,76.0,291.0,11.0
Asamannoor,627945,Kerala,Ernakulam,Koovappady,19311.0,19311.0,4714.0,2123.0,10.093001248288967,76.5537527974259,45.89,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,938.0,958.0,324.0,10.0
Kottathara,627612,Kerala,Palakkad,Attappady,10195.0,10195.0,2790.0,7220.0,11.121302500823436,76.70670773798179,45.86,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,3490.0,3588.0,3215.0,372.0,41.0
Padne,627163,Kerala,Kasaragod,Nileshwar,21009.0,21009.0,3776.0,1306.0,12.178937998139943,75.13912895400955,45.85,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,925.0,253.0,672.0,13.0
Perumpetty,628307,Kerala,Pathanamthitta,Mallappally,14396.0,14396.0,3881.0,2285.0,9.416715603610632,76.74589237261317,45.81,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,645.0,1510.0,87.0,1479.0,24.0
Vettathur,627500,Kerala,Malappuram,Perintalmanna,13040.0,13040.0,2473.0,1673.0,11.007951337719048,76.30120434970121,45.77,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,115.0,1138.0,1242.0,16.0,15.0
Kundazhiyur,627788,Kerala,Thrissur,Mullassery,10583.0,10583.0,2338.0,650.0,10.52559557774172,76.07301371067985,45.74,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,550.0,525.0,26.0,12.0
Eruvassy,627199,Kerala,Kannur,Irikkur,19216.0,19216.0,4694.0,4908.0,12.110061625062064,75.56503103039645,45.71,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,20.0,4592.0,3855.0,737.0,30.0
Kozhipathy,627663,Kerala,Palakkad,Chittur,12265.0,12265.0,3318.0,3014.0,10.691957355887691,76.84997164974305,45.67,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1231.0,202.0,1310.0,12.0
Peruvanthanam,628112,Kerala,Idukki,Azhutha,14093.0,14093.0,3424.0,6892.0,9.522464126425788,76.9631765097688,45.63,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,169.0,4944.0,4944.0,0.0,9.0
Lakkidi Perur Ii,627595,Kerala,Palakkad,Ottappalam,19459.0,19459.0,4443.0,1774.0,10.762811336379414,76.4527245095309,45.59,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1528.0,1001.0,534.0,6.0
Ezhamkulam,628351,Kerala,Pathanamthitta,Parakode (Part),18655.0,18655.0,5005.0,1734.0,9.146446269403851,76.77840037671626,45.54,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1497.0,1555.0,142.0,6.0
Vallikkunnu,627539,Kerala,Malappuram,Tirurangadi,25448.0,25448.0,5161.0,1345.0,11.124292624649458,75.8479026327112,45.52,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,196.0,176.0,191.0,14.0
Kuttiadi,627351,Kerala,Kozhikode,Kunnummal,19351.0,19351.0,4511.0,1523.0,11.650637048379531,75.73099497088323,45.51,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1475.0,2.0,1498.0,23.0
Koolimuttam,627870,Kerala,Thrissur,Mathilakam,12497.0,12497.0,3147.0,656.0,10.285027985556344,76.14248995956812,45.4,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,635.0,182.0,453.0,10.0
Onakkoor,628032,Kerala,Ernakulam,Pampakuda,12421.0,12421.0,3159.0,2187.0,9.902342072191066,76.5214708464864,45.37,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2123.0,1638.0,486.0,14.0
Chowwannur,627736,Kerala,Thrissur,Chowwannur,6907.0,6907.0,1616.0,126.0,10.659898618393546,76.0908383802865,45.21,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,81.0,0.0,126.0,1.0
Delampady,627120,Kerala,Kasaragod,Kasaragod,7291.0,7291.0,1314.0,1568.0,12.590300855856755,75.28100545650663,45.14,P3,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,973.0,366.0,607.0,45.0
Ennakkad,628267,Kerala,Alappuzha,Chengannur,18444.0,18444.0,4860.0,1295.0,9.295284075879191,76.55942810964814,45.09,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1282.0,144.0,1138.0,9.0
Kainakary North,628236,Kerala,Alappuzha,Champakkulam,8292.0,8292.0,1919.0,3317.0,9.521754190029496,76.40088999895725,45.01,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2005.0,1766.0,1239.0,10.0
Kavumbhagom Part,628296,Kerala,Pathanamthitta,Pulikkeezh (Part),6644.0,6644.0,1662.0,761.0,9.402143640576735,76.54952232257907,44.96,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,68.0,94.0,0.0,2.0
Nemmara,627672,Kerala,Palakkad,Nemmara,18745.0,18745.0,4564.0,1589.0,10.56492202079794,76.60466494598684,44.87,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,5.0,1369.0,581.0,788.0,25.0
Vellattanjur,627740,Kerala,Thrissur,Wadakkanchery,6704.0,6704.0,1575.0,627.0,10.65862143141169,76.1422677823423,44.8,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,12.0,319.0,16.0,7.0
Thrikkaipatta Part,627338,Kerala,Wayanad,Kalpetta,8551.0,8551.0,2063.0,2337.0,11.594034219888524,76.13337499010615,44.66,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,1054.0,1283.0,1267.0,16.0,12.0
Karimpuzha I,627574,Kerala,Palakkad,Sreekrishnapuram,19287.0,19287.0,4208.0,2691.0,10.939006571794424,76.40150629261636,44.6,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2519.0,2056.0,463.0,23.0
Punnala,628388,Kerala,Kollam,Pathanapuram,12104.0,12104.0,3243.0,6093.0,9.11024842091518,76.93398320353889,44.56,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,4418.0,1505.0,705.0,900.0,8.0
Elavancherry,627677,Kerala,Palakkad,Nemmara,17940.0,17940.0,4120.0,3228.0,10.58659061084508,76.65782697390223,44.51,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,542.0,710.0,0.0,710.0,25.0
Chemmanthatta,627739,Kerala,Thrissur,Chowwannur,6538.0,6538.0,1468.0,486.0,10.642796958398538,76.10182634039298,44.27,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,394.0,68.0,408.0,6.0
Arikkulam Part,627376,Kerala,Kozhikode,Panthalayani,18378.0,18378.0,4409.0,1568.0,11.50068017468392,75.72557229382802,43.89,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1045.0,943.0,189.0,9.0
Puthuruthy,627744,Kerala,Thrissur,Wadakkanchery,4390.0,4390.0,1095.0,528.0,10.65586014488041,76.2003003689054,43.88,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,108.0,375.0,193.0,182.0,14.0
Edakkattuvayal,628003,Kerala,Ernakulam,Mulamthuruthy,11912.0,11912.0,2966.0,1808.0,9.872308860013115,76.4357883535136,43.69,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,3.0,1750.0,1442.0,308.0,18.0
Thimiri,627186,Kerala,Kannur,Taliparamba,18044.0,18044.0,4497.0,4730.0,12.190206602224215,75.40933477050082,43.69,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,3759.0,3504.0,255.0,35.0
Chathamangalam,627416,Kerala,Kozhikode,Koduvally,18918.0,18918.0,4063.0,1157.0,11.328835855578127,75.9365970253203,43.63,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,642.0,427.0,215.0,17.0
