village,vlcode,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution
Baliora,395883,0.6493629323646091,0.0,0.5728203600809523,0.5378752947467564,0.4455890286789721,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gopinathpur,395906,0.6382472647746615,0.8,0.5760219437510183,0.5378752947467564,0.6430547243195043,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kendukolha,395888,0.5103618131632085,0.0,0.5791157317683723,0.5378752947467564,0.4054625358404069,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bedhuakolha,395851,0.5371124613037929,0.1,0.58145377978833,0.6098682748579979,0.4534708383098199,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balabhadraprasad Dia,395689,0.5895700087120337,0.0,0.6110405845818412,0.6098682748579979,0.45160480373066997,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhitarkanika,395806,0.7111856868530597,0.0,0.5878565569961521,0.6098682748579979,0.48229350027655554,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hansina Dia,395848,0.45959237200276903,0.1,0.5914530382346281,0.6098682748579979,0.4327146261310873,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Debendranarayanpur,395875,0.7094472104191605,0.0,0.5763658339075625,0.6098682748579979,0.4788992765742383,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sangopalpur,395889,0.5675395137087393,0.0,0.5749075266523018,0.5378752947467564,0.42156379472504857,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Matia,395611,0.6742779481817394,0.1,0.5643624519435986,0.6098682748579979,0.490347652412021,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Porala,395669,0.456293635590118,0.0,0.58355841950919,0.6098682748579979,0.4047513505259324,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Satagharia,395659,0.4735884127221903,0.3,0.5576731732184503,0.6098682748579979,0.47846847209286925,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ektala,395612,0.6424240696203334,0.3,0.5653466054188985,0.6098682748579979,0.5310375272124243,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mahurigan,395613,0.7036958262670554,0.0,0.5700420359015128,0.6098682748579979,0.47559291182709434,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Deuli,395617,0.6964001496096419,0.3,0.5876897599244431,0.6098682748579979,0.552816139835603,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baranga,395622,0.6085282250373334,0.3,0.5822523839489393,0.6098682748579979,0.5250952184700344,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Taras,395624,0.6234944043816437,0.3,0.5775477784752547,0.6098682748579979,0.5284089209049064,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ostia,395614,0.7037341465351852,0.3,0.5731703832896342,0.6098682748579979,0.5513864947545637,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Saradaprasad,395762,0.6952733195633449,0.1,0.583473420766473,0.6098682748579979,0.5014240060322214,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Langalabhanja,395610,0.6036464418890767,0.3,0.5638906130216023,0.6098682748579979,0.5190402407937231,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Endulapur,395684,0.6267513820795418,0.1,0.6102305341557412,0.6098682748579979,0.4875567031343974,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gokarneswar,395663,0.44990017802900933,0.3,0.571987629139403,0.6098682748579979,0.4749406156651531,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kantapada,395664,0.527776209144343,0.3,0.572969676184089,0.6098682748579979,0.4985489367609247,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badagara,395665,0.5349637957509744,0.0,0.5776647481303523,0.6098682748579979,0.42687898072948,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kalikapur,395668,0.4532247138899952,0.0,0.5795600213249897,0.6098682748579979,0.40283107446984556,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Burudia,395623,0.6455247346182289,0.3,0.5789348786134698,0.6098682748579979,0.5353647950104357,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bajarpur,395685,0.6491319245941962,0.1,0.6061548074648041,0.6098682748579979,0.49325193421605945,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Cherantapada,395667,0.4384562973735615,0.0,0.5757012844486467,0.6098682748579979,0.3974358652958297,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Panki,395607,0.6542445954890468,1.0,0.5738179707463825,0.6098682748579979,0.7117015263049092,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gunthala,395604,0.6975059178991514,1.0,0.583252331060663,0.6098682748579979,0.7270385131065108,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Upulei,395680,0.6986328923415726,0.1,0.6032895875470394,0.6098682748579979,0.5073859195608312,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Olaver,395656,0.4702683854652525,1.0,0.5571964097745836,0.6098682748579979,0.6523532730548213,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hariharpursasan,395672,0.6221166745007729,0.3,0.5894821567854213,0.6098682748579979,0.5309791965181868,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajendranarayanpur,395802,0.7007067258451023,0.1,0.5986782996138069,0.6098682748579979,0.506855247628582,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ganja,395660,0.45871451427595766,1.0,0.5658388173724389,0.6098682748579979,0.6510477135974967,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baghuasuni,395621,0.5788426428660358,0.1,0.583249664442292,0.6098682748579979,0.4664388639419833,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bangarakuan,395616,0.653559210791633,0.3,0.584410295296742,0.6098682748579979,0.539143992033275,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gualigan,395615,0.6966193403835288,0.3,0.5769757900580361,0.6098682748579979,0.5502034046011672,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gobindapur,395633,0.48119647836869484,0.1,0.5648542277933554,0.6098682748579979,0.4325461554305468,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sialia,395625,0.5440254686219431,0.0,0.5803817801334288,0.6098682748579979,0.4302767405915397,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badataila,395628,0.6336396149898904,0.3,0.570191344991969,0.6098682748579979,0.529613375716559,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jagulaipada,395630,0.591717819963719,0.3,0.5652125916200128,0.6098682748579979,0.5157921488657184,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Barada,395627,0.6490074643496764,0.3,0.5748143687188607,0.6098682748579979,0.5353794864562177,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Arasa,395626,0.5922875608106029,0.0,0.5755861563539222,0.6098682748579979,0.44355646230326096,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sikudi,395619,0.6553415303296533,0.0,0.5878749325422611,0.6098682748579979,0.4655448472060608,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bahadiha,395609,0.6753611692424442,0.3,0.5663641159379135,0.6098682748579979,0.5411730347288112,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Manapur,395605,0.6590897103734865,1.0,0.5808691883310234,0.6098682748579979,0.7149178651664014,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Malisahada,395673,0.5740727469340825,0.3,0.5907601874139661,0.6098682748579979,0.5168855259053159,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kalisipada,395674,0.530608119085085,0.1,0.5870228224668101,0.6098682748579979,0.45291179631382755,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pimpudi,395670,0.49787260092978436,0.0,0.5833051039011884,0.6098682748579979,0.41716171122583195,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gangadharpur,395666,0.4942033616456903,0.0,0.5776629800657831,0.6098682748579979,0.41465040848175244,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balibhanda,395654,0.4946052454728033,0.8,0.5604721377722682,0.6098682748579979,0.6104732630565076,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Madhupara,395677,0.6394989931151869,0.0,0.5928298677954651,0.6098682748579979,0.46203081985502187,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Patuli,395636,0.42744491714008365,1.0,0.5596352199532502,0.6098682748579979,0.6401159351019373,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mantapara,395678,0.6612429146326331,0.3,0.5986057171826399,0.6098682748579979,0.5449979586570495,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pratappur,395637,0.4050446584061402,1.0,0.5623641649071164,0.6098682748579979,0.6340780937202207,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Akhulipada,395671,0.545176435367615,0.0,0.5833818408572451,0.6098682748579979,0.4313720457961953,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balarampur,395635,0.402753685159177,0.1,0.559189260023605,0.6098682748579979,0.40759707552525387,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baghabuda,395629,0.5674038447271599,0.1,0.5703649602825345,0.6098682748579979,0.4597860484603811,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Govindpur,395803,0.6773066487550075,0.1,0.600653929833551,0.6098682748579979,0.5003291320564895,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Safalanga,395634,0.4221720059635593,1.0,0.561423077695719,0.6098682748579979,0.6389810261845971,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pegarapada,395639,0.4418970107450033,1.0,0.5678344710203083,0.6098682748579979,0.6465013759501778,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nahuni,395638,0.4305453838118178,0.8,0.5663558361715704,0.6098682748579979,0.5927262291580375,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Achinta,395631,0.5416464776664849,0.3,0.56616168811784,0.6098682748579979,0.501008020301005,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Domanda Kaema,395606,0.5806010047854289,0.0,0.5760689538116011,0.6098682748579979,0.4401711948601285,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuagan,395608,0.5233803742753715,0.0,0.5659648214830474,0.6098682748579979,0.42047897262497286,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Upulei Dia,395681,0.6778186789393157,0.0,0.6048289691178412,0.6098682748579979,0.4765265009328546,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sanataila,395632,0.49797970873052666,0.3,0.5632165505858475,0.6098682748579979,0.4871717052372194,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuagan,395686,0.6936775158755786,0.0,0.6016012794470048,0.6098682748579979,0.48047722959602435,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Durgaprasad,395801,0.6973382171440923,0.1,0.5920176737717657,0.6098682748579979,0.5041795385577688,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ragadapatia,395800,0.6768872461790332,0.1,0.5894280888929513,0.6098682748579979,0.4973968510485473,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bankual,395799,0.6860096967175826,0.1,0.5839895610562595,0.6098682748579979,0.49877395425093923,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dangamal,395766,0.6313856157736057,0.8,0.5823614283974121,0.6098682748579979,0.6569796968030345,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Trilochanpur,395765,0.6936815728614307,0.1,0.5776080083316899,0.6098682748579979,0.49948012891295124,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kamalpur,395764,0.6773093001374675,0.1,0.5807452614610547,0.6098682748579979,0.49535276037810344,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badhadia,395763,0.649820055768662,0.8,0.5848468796555613,0.6098682748579979,0.6631313916160885,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Laxmiprasad Dia,395687,0.7013346077128191,0.0,0.5973533260625727,0.6098682748579979,0.4817123688010885,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Asoka Dia,395688,0.691287541638083,0.0,0.6037961223782936,0.6098682748579979,0.4803089480575979,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanhupur,396072,0.6995621989221406,0.3,0.5556098783505831,0.5999552848196029,0.5437621862282085,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Banipal,396067,0.6567209881200089,0.3,0.581434072062273,0.5999552848196029,0.5373658714154915,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rangani,395797,0.6504834692789585,0.1,0.5632736548634489,0.5999552848196029,0.4809545114634704,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Narayanpur,395796,0.6891780556238325,1.0,0.564239544983527,0.5999552848196029,0.7178043598969521,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Udyan,395784,0.615630250617684,0.1,0.5711534339097036,0.5999552848196029,0.4724684906266517,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Paramanandapur,395880,0.7124225957511567,1.0,0.5593568750685244,,0.7544574968655976,VERY HIGH,3,COASTAL + FLOOD + CYCLONE
Mohanpur,395879,0.7020014113006423,1.0,0.5593412662666504,,0.750544674946069,VERY HIGH,3,COASTAL + FLOOD + CYCLONE
Govindapur,395878,0.6941481255778985,0.0,0.5589383065745049,,0.4349737678962447,MODERATE,3,COASTAL + FLOOD + CYCLONE
Dalei Sahi,395785,0.548792248962662,0.1,0.5763349084276184,0.5999552848196029,0.4537124587596238,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ananta Keshari,395782,0.6122558019249214,0.3,0.5786628621685983,0.5999552848196029,0.5233335130835466,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ahirajpur,396063,0.6820071850401379,0.1,0.5813378375975897,0.5999552848196029,0.4949276718753594,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sir Rajendrapur,396065,0.6549246067296903,0.1,0.5853059655972008,0.5999552848196029,0.4877949303821279,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rabindrapalli,396070,0.6660112381331884,0.0,0.556793487300574,0.5999552848196029,0.4589928002290206,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Krishnanagar,395770,0.6650329685144054,0.1,0.5695057377510033,0.5999552848196029,0.486877381955993,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khas Munda,395783,0.6655945292954171,0.1,0.571998342707634,0.5999552848196029,0.4876690014294542,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sailendra Sarai,395781,0.7028528847911002,0.1,0.5730951299273952,0.5999552848196029,0.49912070488309945,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhanja Prasad,395778,0.6907984745584403,0.1,0.5633591558451654,0.5999552848196029,0.493070388292744,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dantiapada,396071,0.6355246173172355,0.3,0.5596714817417112,0.5999552848196029,0.525566312594519,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Keruapal,395786,0.6603214744799915,0.3,0.5781344297468847,0.5999552848196029,0.5376211067446393,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bagapatia Uttar,395827,0.6800465305167276,0.0,0.5811528952238302,0.5999552848196029,0.4692932399248964,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sourendrapur,395793,0.5885321425716938,0.3,0.5670861882260387,0.5999552848196029,0.5133222467919385,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pravati,396064,0.6782529284300121,0.1,0.5888185227707503,0.5999552848196029,0.49567156618561176,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Harina Pokhari,395795,0.5987637110918151,0.3,0.5638544985960547,0.5999552848196029,0.5155837949404788,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Magarkanda,395833,0.6824006960582778,0.3,0.567011296435766,0.5999552848196029,0.5414640898903453,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Satavaya,396069,0.699976226157889,0.0,0.5573672572410628,0.5999552848196029,0.469325739121553,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Manjulapalli,396066,0.5627819379765276,0.1,0.5694086242117636,0.5999552848196029,0.4561777944098198,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Barahipur,396068,0.6988255919360336,0.0,0.558073515137898,0.5999552848196029,0.4691571133292052,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bagapatia,395834,0.6829691248976228,0.1,0.5839369604088906,0.6098682748579979,0.49784863254310907,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Amarabati,395790,0.5815988395792195,0.3,0.5704717481460527,0.5999552848196029,0.5120886458741996,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sailendranarayanpur,395811,0.6771947077462062,0.3,0.5863490563696627,0.6098682748579979,0.5467193313878771,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gopaljew Patana,395808,0.6715245369714384,0.3,0.5791928225887026,0.5999552848196029,0.5412466237025277,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajpatana,395779,0.6828073380034887,0.1,0.5668287512416073,0.5999552848196029,0.491540446175369,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kanak Nagar,395771,0.6732218817275428,0.3,0.5661849128648162,0.5999552848196029,0.5385038496983875,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sailendranarayanpur Purbajungal Block,395810,0.7039055660549458,0.0,0.582735363686039,0.5999552848196029,0.4768465677019141,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Talchua,396062,0.6512743401378134,0.1,0.5587714884082483,0.5999552848196029,0.48006623110732666,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sailendranagar,395772,0.6740547405899997,0.1,0.5620890776373357,0.5999552848196029,0.4877297485502544,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baghua,395769,0.6664824674836105,0.1,0.572349835797497,0.5999552848196029,0.488023256158378,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajendranagar,395774,0.6795607877324261,0.1,0.555546653533686,0.5999552848196029,0.48774595666706994,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajeswarinagar,395773,0.6830460078950393,0.1,0.557708802338714,0.5999552848196029,0.4893320599171109,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tikayat Nagar,395775,0.6739051163439111,0.0,0.5600999805728112,0.5999552848196029,0.4621875870102967,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Birabhanjapur,395776,0.6732736336304392,0.1,0.5624680513090607,0.5999552848196029,0.48759015988031756,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chanra Kolha,395792,0.6875757046972066,0.1,0.5674414605638354,0.5999552848196029,0.49312413351404144,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Garta,395791,0.6763217771359424,0.1,0.5740768681613952,0.5999552848196029,0.49140680714505214,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Habelichintamanipur,395829,0.7082165341802333,0.0,0.5869981582599909,0.5999552848196029,0.4792055567829883,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baunsagarh,395832,0.6779463839523745,0.0,0.5606243985181936,0.5999552848196029,0.46353107177918135,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sanagahiramatha,395830,0.7090996731925168,0.0,0.5791702105308415,0.5999552848196029,0.477513511554386,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gopaljewpatna J Block,395809,0.6999843170049318,0.0,0.5819710083815235,0.5999552848196029,0.47547910416078104,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pata Paria,395807,0.6520414413549551,0.3,0.5720121742990616,0.5999552848196029,0.5336065329451725,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Giria Pahi,395787,0.5544093743348886,0.3,0.573385288142345,0.5999552848196029,0.5046601912999733,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Vekta,395798,0.6775345452037618,0.1,0.5604243407486258,0.5999552848196029,0.48835750571220554,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sikar Pahi,395794,0.6720697973841012,0.1,0.5614417256546846,0.5999552848196029,0.4869724275928221,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baghamari,395789,0.6018481716653654,0.1,0.5649093466066535,0.5999552848196029,0.46677284511519357,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Radhamalipur,395788,0.5616845390531615,0.1,0.5673390016640405,0.5999552848196029,0.4553311690958792,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jyoti Prasad,395777,0.6758991741243068,0.1,0.5636501217452798,0.5999552848196029,0.48867333963753257,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sahebnagar,395881,0.7023263975393539,0.1,0.5613866862821328,,0.4700557385404242,MODERATE,3,COASTAL + FLOOD + CYCLONE
Suravi,395780,0.6923299191407888,0.0,0.5644789354540904,0.5999552848196029,0.4688097665696798,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sadanandapur,395876,0.6967841767113458,0.1,0.5620386105160764,,0.4681811320530285,MODERATE,3,COASTAL + FLOOD + CYCLONE
Tentuliakolha,395877,0.6801317904179414,0.3,0.5593318918988988,0.5999552848196029,0.5388635670640276,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badagahiramatha,395831,0.7064777304486733,0.0,0.5738330989925245,0.5999552848196029,0.4753926508466537,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kaduanasi,395828,0.6893049456693232,0.0,0.5796537585675425,0.5999552848196029,0.47169598030660315,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pinchapatia,395767,0.6546961144184289,0.0,0.5760970451987737,0.6098682748579979,0.4624067505968216,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Subarnpur,395768,0.6905771480822553,0.1,0.5739794756296446,0.6098682748579979,0.49764166830368733,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hukitola,396061,0.6094644237055785,0.0,0.5771658880816186,0.5378752947467564,0.4347058580814295,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Talapatta,396052,0.6959776982442445,0.0,0.5425040085670283,0.5378752947467564,0.45199437056438174,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
