village,vlcode,significant_cyclone_events,cyclones_within_50km,cyclones_within_100km,cyclones_within_200km,nearest_cyclone_distance_km,maximum_nearby_wind_kt,strongest_cyclone_event,strongest_cyclone_name,maximum_event_score,frequency_score,cyclone_hazard_score,cyclone_hazard_category
Kothasahi,395701,20,4,11,20,9.238765575052485,140.0,1984_4,,0.3980273414428925,1.0,0.5786191390100247,HIGH
Gobanga,395719,20,4,11,20,9.74903570340595,140.0,1984_4,,0.39465667032173035,1.0,0.5762596692252112,MODERATE
Ayatan,395723,20,3,11,20,7.404000370648378,140.0,1984_4,,0.41038679609902373,1.0,0.5872707572693165,HIGH
Rautabartani,395724,20,3,11,20,6.405241035109574,140.0,1984_4,,0.41727526378137697,1.0,0.5920926846469639,HIGH
Dalikaenda,395717,20,4,11,20,10.806349651803078,140.0,1984_4,,0.38776298855589203,1.0,0.5714340919891243,MODERATE
Siko,395720,20,4,11,20,8.46095068091208,140.0,1984_4,,0.4032207914752813,1.0,0.5822545540326969,HIGH
Badajoramuhan,395714,20,4,11,20,12.05823620889305,140.0,1984_4,,0.37975622085381894,1.0,0.5658293545976733,MODERATE
Jharkata,395715,20,4,11,20,11.063736943187156,140.0,1984_4,,0.3861031302329151,1.0,0.5702721911630405,MODERATE
Mangalapur,395716,20,4,11,20,10.490724639128842,140.0,1984_4,,0.3898081580313752,1.0,0.5728657106219626,MODERATE
Nandimahara,395699,20,4,11,20,7.6395945497116635,140.0,1984_4,,0.40877854328494273,1.0,0.5861449802994598,HIGH
Dasabhagaria,395703,20,4,11,20,9.947221108342983,140.0,1984_4,,0.39335523435147235,1.0,0.5753486640460306,MODERATE
Joral,395696,20,4,11,20,6.120936527235484,140.0,1984_4,,0.41925717627054904,1.0,0.5934800233893842,HIGH
Giria,395700,20,4,11,20,8.736781783695028,140.0,1984_4,,0.4013713652168541,1.0,0.5809599556517979,HIGH
Baradia,395920,20,3,11,20,12.696153457829002,140.0,1984_4,,0.3757400577883782,1.0,0.5630180404518648,MODERATE
Matia,395910,20,3,11,20,11.973362554111354,140.0,1984_4,,0.3802937892823229,1.0,0.566205652497626,MODERATE
Pancheswar,395913,20,3,11,20,10.833164828792711,140.0,1984_4,,0.38758972838932354,1.0,0.5713128098725264,MODERATE
Belpaldia,395926,20,3,11,20,13.019923641524136,140.0,1984_4,,0.3737179613573469,1.0,0.5616025729501428,MODERATE
Sangrampur,395728,20,3,11,20,3.5632239372756924,140.0,1984_4,,0.43751590553579334,1.0,0.6062611338750553,VERY HIGH
Anantapur,395683,20,3,11,20,2.519923568376899,140.0,1984_4,,0.4451901080897634,1.0,0.6116330756628343,VERY HIGH
Bektakolha,395887,20,2,13,20,9.49879022893594,140.0,1984_4,,0.396306125097577,1.0,0.5774142875683039,MODERATE
Khunta,395732,20,3,11,20,0.5932465613904109,140.0,1984_4,,0.4597177359204664,1.0,0.6218024151443264,VERY HIGH
Khuntakana,395854,20,2,11,20,7.97951610263226,140.0,1984_4,,0.4064692137650872,1.0,0.5845284496355609,HIGH
Chakamanpur,395841,20,2,13,20,6.011911522722628,140.0,1984_4,,0.42001969409890577,1.0,0.594013785869234,HIGH
Jaganathpur,395857,20,3,11,20,6.38846496103116,140.0,1984_4,,0.41739195077246827,1.0,0.5921743655407278,HIGH
Amanapari,395861,20,2,13,20,7.273170000356144,140.0,1984_4,,0.411282623364133,1.0,0.587897836354893,HIGH
Paramanandpur,395804,20,4,11,20,2.947636258380202,140.0,1984_4,,0.44202783503867543,1.0,0.6094194845270728,VERY HIGH
Jayanagar,395691,20,3,11,20,1.111493011045614,140.0,1984_4,,0.4557640506209608,1.0,0.6190348354346725,VERY HIGH
Banabiharipur,395874,20,3,13,20,9.027266295479187,140.0,1984_4,,0.3994328588028697,1.0,0.5796030011620088,HIGH
Kantapada,395694,20,4,11,20,4.739713219643866,140.0,1984_4,,0.4290205869225492,1.0,0.6003144108457844,VERY HIGH
Hansua,395855,20,3,11,20,7.399499023039092,140.0,1984_4,,0.41041758548101526,1.0,0.5872923098367107,HIGH
Kusunpur,395690,20,3,11,20,2.3140435197449776,140.0,1984_4,,0.4467203279545905,1.0,0.6127042295682132,VERY HIGH
Sankarnathpeta,395871,20,3,13,20,8.550265366590315,140.0,1984_4,,0.4026210123575695,1.0,0.5818347086502986,HIGH
Madhupur,395862,20,2,13,20,6.895003892684177,140.0,1984_4,,0.4138830287795351,1.0,0.5897181201456745,HIGH
Chandibaunsamula,395900,20,2,13,20,10.136433740986828,140.0,1984_4,,0.3921167252333619,1.0,0.5744817076633533,MODERATE
Hansina,395856,20,3,11,20,6.553690711668361,140.0,1984_4,,0.4162441335994911,1.0,0.5913708935196438,HIGH
Rajbijaya Nagar,395822,20,4,11,20,4.784814423045713,140.0,1984_4,,0.4286982190183255,1.0,0.6000887533128278,VERY HIGH
Baruna,395859,20,3,11,20,7.01277697196063,140.0,1984_4,,0.4130714209404158,1.0,0.589149994658291,HIGH
Adabhutia,395837,20,3,13,20,7.788076715571722,140.0,1984_4,,0.40776818857330444,1.0,0.5854377320013131,HIGH
Baunsakani,395864,20,2,13,20,7.9230537597840955,140.0,1984_4,,0.40685189719862064,1.0,0.5847963280390345,HIGH
Rajrajeswaripur,395873,20,3,13,20,10.25272845527485,140.0,1984_4,,0.3913574429332427,1.0,0.5739502100532698,MODERATE
Dholamara,395852,20,3,11,20,8.529747458705968,140.0,1984_4,,0.40275871824893167,1.0,0.5819311027742522,HIGH
Bhitargarh,395899,20,2,13,20,9.06336482749577,140.0,1984_4,,0.39919261541636347,1.0,0.5794348307914544,HIGH
Badhinakolha,395894,20,2,13,20,8.606961358076136,140.0,1984_4,,0.4022407420927182,1.0,0.5815685194649027,HIGH
Dhamara,395756,20,3,11,20,6.493777587451737,140.0,1984_4,,0.4166599826297388,1.0,0.5916619878408171,HIGH
Purusottampur,395835,20,3,13,20,6.89066952921876,140.0,1984_4,,0.4139129285174732,1.0,0.5897390499622313,HIGH
Garadapur,395749,20,3,11,20,5.138020395293473,140.0,1984_4,,0.4261819863340615,1.0,0.5983273904338431,VERY HIGH
Bishnupara,395896,20,2,13,20,9.607610948480321,140.0,1984_4,,0.39558800455283155,1.0,0.5769116031869821,MODERATE
Hariharpur,395886,20,2,13,20,10.259058805381775,140.0,1984_4,,0.39131615461751484,1.0,0.5739213082322603,MODERATE
Padmanav Pur,395868,20,2,13,20,7.137693488735909,140.0,1984_4,,0.41221232482678977,1.0,0.5885486273787528,HIGH
Kuhudi,395620,20,4,11,20,7.703035055172486,140.0,1984_4,,0.4083465530823699,1.0,0.5858425871576589,HIGH
Koilipur,395736,20,3,11,20,2.2771680989947436,140.0,1984_4,,0.44699496234061714,1.0,0.6128964736384319,VERY HIGH
Madhupur,395815,20,3,11,20,2.0247171301740923,140.0,1984_4,,0.44887966303616816,1.0,0.6142157641253176,VERY HIGH
Balarampur,395845,20,3,11,20,5.427045073246565,140.0,1984_4,,0.42413397116283036,1.0,0.5968937798139813,VERY HIGH
Badapal,395869,20,2,13,20,8.094282751879382,140.0,1984_4,,0.4056924717078387,1.0,0.583984730195487,HIGH
Katanabania,395752,20,3,11,20,6.232575941564486,140.0,1984_4,,0.4184778078038582,1.0,0.5929344654627007,HIGH
Loknathprasad,395850,20,3,11,20,7.835726899077691,140.0,1984_4,,0.40744447997987693,1.0,0.5852111359859138,HIGH
Jaganathprasad_ Dia,395733,20,3,11,20,0.718476117651498,140.0,1984_4,,0.4587592324085895,1.0,0.6211314626860126,VERY HIGH
Biradia,395757,20,3,11,20,7.488708048379936,140.0,1984_4,,0.40980782301624635,1.0,0.5868654761113724,HIGH
Gothakolha,395849,20,3,11,20,6.798111408840749,140.0,1984_4,,0.41455193798110374,1.0,0.5901863565867727,HIGH
Handiagarh,395865,20,2,13,20,8.319958618166758,140.0,1984_4,,0.4041694211347321,1.0,0.5829185947943124,HIGH
Madarangapata,395750,20,3,11,20,4.906898675894723,140.0,1984_4,,0.42782681749289586,1.0,0.599478772245027,VERY HIGH
Singadapal,395872,20,2,13,20,9.659901154026091,140.0,1984_4,,0.3952433984361899,1.0,0.5766703789053329,MODERATE
Bimisnagar,395870,20,2,13,20,8.842939210435897,140.0,1984_4,,0.40066185054905545,1.0,0.5804632953843387,HIGH
Raulia,395692,20,3,11,20,2.427128845694864,140.0,1984_4,,0.44587916233441316,1.0,0.6121154136340892,VERY HIGH
Junus Nagar,395836,20,3,13,20,6.528263335596062,140.0,1984_4,,0.41642057091838297,1.0,0.5914943996428681,HIGH
Kandira,395860,20,2,13,20,8.08454250450007,140.0,1984_4,,0.405758336137732,1.0,0.5840308352964123,HIGH
Silapokhari,395892,20,2,13,20,9.767474714232241,140.0,1984_4,,0.39453540431261636,1.0,0.5761747830188314,MODERATE
Charipokharia,395893,20,2,13,20,9.766389399264158,140.0,1984_4,,0.3945425409634911,1.0,0.5761797786744438,MODERATE
Jharkata,395904,20,3,11,20,9.58664164374262,140.0,1984_4,,0.39572628213826516,1.0,0.5770083974967856,MODERATE
Sribantapur,395839,20,2,13,20,7.363887193499929,140.0,1984_4,,0.41066125313752116,1.0,0.5874628771962648,HIGH
Panchu Palli,395817,20,3,11,20,2.5843941909767194,140.0,1984_4,,0.44471200360914626,1.0,0.6112984025264023,VERY HIGH
Khulari,395741,20,3,11,20,3.803491038900878,140.0,1984_4,,0.43576739747140214,1.0,0.6050371782299815,VERY HIGH
Ajagar Patia,395824,20,3,13,20,6.380850717533019,140.0,1984_4,,0.4174449228660398,1.0,0.5922114460062278,HIGH
Padmanavpur,395816,20,3,11,20,2.434272523507265,140.0,1984_4,,0.445826078543272,1.0,0.6120782549802903,VERY HIGH
Trailokyapur,395729,20,3,11,20,3.337051263145422,140.0,1984_4,,0.4391682535845109,1.0,0.6074177775091576,VERY HIGH
Badapanka,395693,20,3,11,20,3.2075647688346645,140.0,1984_4,,0.4401170496447159,1.0,0.6080819347513011,VERY HIGH
Balarampur,395866,20,2,13,20,7.171049639839248,140.0,1984_4,,0.4119832249052273,1.0,0.5883882574336591,HIGH
Bajapur,395753,20,3,11,20,6.719115984277295,140.0,1984_4,,0.41509809253887797,1.0,0.5905686647772146,HIGH
Sana Gokhani,395821,20,4,11,20,3.615257361216646,140.0,1984_4,,0.4371366458345087,1.0,0.6059956520841561,VERY HIGH
Balunga Patia,395825,20,3,13,20,6.6310626760581295,140.0,1984_4,,0.415707719097817,1.0,0.5909954033684719,HIGH
Nuagan Baragan,395863,20,2,13,20,7.082739768137128,140.0,1984_4,,0.41259004112344905,1.0,0.5888130287864143,HIGH
Sila Pokhari,395818,20,3,11,20,2.9676750901034823,140.0,1984_4,,0.4418802309984294,1.0,0.6093161616989005,VERY HIGH
Rajendranarayanpur,395805,20,4,11,20,4.0109605983514225,140.0,1984_4,,0.4342631917779952,1.0,0.6039842342445967,VERY HIGH
Jaduchandrapur,395903,20,2,11,20,9.992957871313186,140.0,1984_4,,0.39305550202059714,1.0,0.575138851414418,MODERATE
Brahmanikholha,395895,20,2,13,20,8.952289133509465,140.0,1984_4,,0.3999323098355596,1.0,0.5799526168848916,HIGH
Kusunpur,395853,20,2,11,20,8.462545179203243,140.0,1984_4,,0.4032100760366137,1.0,0.5822470532256295,HIGH
Nalajodi,395867,20,2,13,20,7.935174589648037,140.0,1984_4,,0.40676971578936133,1.0,0.5847388010525529,HIGH
Gupti,395838,20,3,13,20,8.478011014196994,140.0,1984_4,,0.40310615642215575,1.0,0.582174309495509,HIGH
Daenigiri,395754,20,3,11,20,6.440102144086156,140.0,1984_4,,0.41703288955941487,1.0,0.5919230226915904,HIGH
Daruora,395846,20,3,11,20,5.389910241470766,140.0,1984_4,,0.42439655480726945,1.0,0.5970775883650885,VERY HIGH
Jhadamala,395755,20,3,11,20,5.634901119326482,140.0,1984_4,,0.42266719976969286,1.0,0.595867039838785,VERY HIGH
Ghadiamal,395844,20,3,11,20,4.37339721660326,140.0,1984_4,,0.4316478840469081,1.0,0.6021535188328356,VERY HIGH
Bandhamala,395751,20,3,11,20,4.606022776442584,140.0,1984_4,,0.42997758524616303,1.0,0.6009843096723141,VERY HIGH
Nuagan,395843,20,3,11,20,3.92766387471617,140.0,1984_4,,0.43486648880448875,1.0,0.6044065421631422,VERY HIGH
Dibakarpur,395842,20,3,11,20,4.767253355049671,140.0,1984_4,,0.4288237106917274,1.0,0.6001765974842092,VERY HIGH
Ghusuria,395738,20,3,11,20,3.595424853699664,140.0,1984_4,,0.43728116164769176,1.0,0.6060968131533842,VERY HIGH
Charipokharia,395739,20,3,11,20,3.9645382809462877,140.0,1984_4,,0.4345993135195806,1.0,0.6042195194637063,VERY HIGH
Biswanathpur,395742,20,3,11,20,4.299202881403312,140.0,1984_4,,0.43218197799835334,1.0,0.6025273845988472,VERY HIGH
Iswarpur,395813,20,3,11,20,2.273726227561737,140.0,1984_4,,0.44702060472928484,1.0,0.6129144233104993,VERY HIGH
Righa Garh,395812,20,3,11,20,2.1498429418775644,140.0,1984_4,,0.4479445312478678,1.0,0.6135611718735074,VERY HIGH
Kujipur,395730,20,3,11,20,2.072965091007664,140.0,1984_4,,0.4485188493199754,1.0,0.6139631945239827,VERY HIGH
Subhadraprasad Dia,395734,20,3,11,20,2.085797780356492,140.0,1984_4,,0.44842293119339677,1.0,0.6138960518353778,VERY HIGH
Gharabhanjakola,395737,20,3,11,20,2.958918282215983,140.0,1984_4,,0.4419447267096551,1.0,0.6093613086967585,VERY HIGH
Nuakhunta,395819,20,3,11,20,3.6359402032123747,140.0,1984_4,,0.4369859846672376,1.0,0.6058901892670663,VERY HIGH
Balabhadrapur,395823,20,4,13,20,4.841215023983289,140.0,1984_4,,0.4282954277423434,1.0,0.5998067994196403,VERY HIGH
Gumura,395826,20,3,13,20,7.466210563116416,140.0,1984_4,,0.40996151258567226,1.0,0.5869730588099705,HIGH
Gajarajpur,395740,20,3,11,20,3.074107056257855,140.0,1984_4,,0.4410970894347537,1.0,0.6087679626043275,VERY HIGH
Gobindakana,395735,20,3,11,20,1.3011130940775184,140.0,1984_4,,0.45432595729400505,1.0,0.6180281701058035,VERY HIGH
Dighi,395814,20,3,11,20,1.5478331531753484,140.0,1984_4,,0.45246160424785703,1.0,0.6167231229735,VERY HIGH
Tarapada,395731,20,3,11,20,2.3100464606061464,140.0,1984_4,,0.4467500884053544,1.0,0.6127250618837481,VERY HIGH
Kantipokhari,395727,20,3,11,20,4.273726639234499,140.0,1984_4,,0.4323655231748152,1.0,0.6026558662223707,VERY HIGH
Iswarpur,395682,20,3,11,20,3.1782141535030735,140.0,1984_4,,0.4403323974157515,1.0,0.608232678191026,VERY HIGH
Arjunpur,395840,20,3,13,20,6.86631239607534,140.0,1984_4,,0.4140809914997635,1.0,0.5898566940498344,HIGH
Taneipada,395679,20,4,11,20,3.6817553686194024,140.0,1984_4,,0.43665243561068623,1.0,0.6056567049274804,VERY HIGH
Pitanda,395820,20,3,11,20,2.665846227923671,140.0,1984_4,,0.4441087015608256,1.0,0.6108760910925779,VERY HIGH
Nuagaon Satagan,395905,20,3,11,20,9.497192105657748,140.0,1984_4,,0.39631668100555356,1.0,0.5774216767038874,MODERATE
Baliora,395883,20,2,13,20,10.500697525053441,140.0,1984_4,,0.3897433715442177,1.0,0.5728203600809523,MODERATE
Gopinathpur,395906,20,3,11,20,9.8006888057268,140.0,1984_4,,0.39431706250145476,1.0,0.5760219437510183,MODERATE
Kendukolha,395888,20,2,13,20,9.13192063873744,140.0,1984_4,,0.3987367596691033,1.0,0.5791157317683723,HIGH
Bedhuakolha,395851,20,3,11,20,8.631416448749452,140.0,1984_4,,0.40207682826904295,1.0,0.58145377978833,HIGH
Balabhadraprasad Dia,395689,20,3,11,20,2.6341068970068933,140.0,1984_4,,0.44434369225977316,1.0,0.6110405845818412,VERY HIGH
Bhitarkanika,395806,20,4,11,20,7.281773535326266,140.0,1984_4,,0.41122365285164597,1.0,0.5878565569961521,HIGH
Hansina Dia,395848,20,3,11,20,6.536777600647463,140.0,1984_4,,0.4163614831923259,1.0,0.5914530382346281,HIGH
Debendranarayanpur,395875,20,3,13,20,9.725982547214896,140.0,1984_4,,0.39480833415366073,1.0,0.5763658339075625,MODERATE
Sangopalpur,395889,20,2,13,20,10.043424475943967,140.0,1984_4,,0.39272503807471687,1.0,0.5749075266523018,MODERATE
Matia,395611,20,4,10,20,12.390245805186177,140.0,1984_4,,0.3776606456337123,1.0,0.5643624519435986,MODERATE
Porala,395669,20,4,11,20,8.184420906139067,140.0,1984_4,,0.4050834564417,1.0,0.58355841950919,HIGH
Satagharia,395659,20,4,10,20,13.92799025467194,140.0,1984_4,,0.3681045331692148,1.0,0.5576731732184503,LOW
Ektala,395612,20,4,10,20,12.167295958887564,140.0,1984_4,,0.37906657916985503,1.0,0.5653466054188985,MODERATE
Mahurigan,395613,20,4,11,20,11.114852815526495,140.0,1984_4,,0.38577433700216124,1.0,0.5700420359015128,MODERATE
Deuli,395617,20,4,11,20,7.316550317970858,140.0,1984_4,,0.410985371320633,1.0,0.5876897599244431,HIGH
Baranga,395622,20,4,11,20,8.461411986227176,140.0,1984_4,,0.4032176913556277,1.0,0.5822523839489393,HIGH
Taras,395624,20,4,11,20,9.46992535668036,140.0,1984_4,,0.396496826393221,1.0,0.5775477784752547,MODERATE
Ostia,395614,20,4,11,20,10.423768032555692,140.0,1984_4,,0.3902434046994776,1.0,0.5731703832896342,MODERATE
Saradaprasad,395762,20,4,11,20,8.202409048035078,140.0,1984_4,,0.40496202966639006,1.0,0.583473420766473,HIGH
Langalabhanja,395610,20,4,10,20,13.363340908386625,140.0,1982_2,,0.3769865900308604,1.0,0.5638906130216023,MODERATE
Endulapur,395684,20,3,11,20,2.7905701596395147,140.0,1984_4,,0.4431864773653448,1.0,0.6102305341557412,VERY HIGH
Gokarneswar,395663,20,4,11,20,10.684115890390382,140.0,1984_4,,0.3885537559134329,1.0,0.571987629139403,MODERATE
Kantapada,395664,20,4,11,20,10.467868173777559,140.0,1984_4,,0.38995668026298436,1.0,0.572969676184089,MODERATE
Badagara,395665,20,4,11,20,9.444644300964276,140.0,1984_4,,0.3966639259005033,1.0,0.5776647481303523,HIGH
Kalikapur,395668,20,4,11,20,9.0364900464159,140.0,1984_4,,0.39937145903569965,1.0,0.5795600213249897,HIGH
Burudia,395623,20,4,11,20,9.170810264417147,140.0,1984_4,,0.3984783980192426,1.0,0.5789348786134698,HIGH
Bajarpur,395685,20,3,11,20,3.584058093438299,140.0,1984_4,,0.43736401066400593,1.0,0.6061548074648041,VERY HIGH
Cherantapada,395667,20,4,11,20,9.870432326844757,140.0,1984_4,,0.39385897778378093,1.0,0.5757012844486467,MODERATE
Panki,395607,20,4,10,20,15.616410454299968,140.0,1982_2,,0.39116852963768933,1.0,0.5738179707463825,MODERATE
Gunthala,395604,20,4,10,20,18.189897846547233,140.0,1982_2,,0.40464618722951856,1.0,0.583252331060663,HIGH
Upulei,395680,20,4,11,20,4.148225925905848,140.0,1984_4,,0.43327083935291344,1.0,0.6032895875470394,VERY HIGH
Olaver,395656,20,4,10,20,14.761215212697442,140.0,1982_2,,0.36742344253511944,1.0,0.5571964097745836,LOW
Hariharpursasan,395672,20,4,11,20,6.943891308530986,140.0,1984_4,,0.41354593826488756,1.0,0.5894821567854213,HIGH
Rajendranarayanpur,395802,20,4,11,20,5.067486550897964,140.0,1984_4,,0.4266832851625813,1.0,0.5986782996138069,VERY HIGH
Ganja,395660,20,4,10,20,12.056100416246679,140.0,1984_4,,0.3797697391034842,1.0,0.5658388173724389,MODERATE
Baghuasuni,395621,20,4,11,20,8.249788025524705,140.0,1984_4,,0.4046423777747028,1.0,0.583249664442292,HIGH
Bangarakuan,395616,20,4,11,20,8.004437099819388,140.0,1984_4,,0.40630042185248877,1.0,0.584410295296742,HIGH
Gualigan,395615,20,4,11,20,9.593704828473086,140.0,1984_4,,0.3956797000829087,1.0,0.5769757900580361,MODERATE
Gobindapur,395633,20,4,10,20,12.278735489626408,140.0,1984_4,,0.3783631825619363,1.0,0.5648542277933554,MODERATE
Sialia,395625,20,4,11,20,8.860380444397068,140.0,1984_4,,0.40054540019061263,1.0,0.5803817801334288,HIGH
Badataila,395628,20,4,11,20,11.081687350480069,140.0,1984_4,,0.38598763570281286,1.0,0.570191344991969,MODERATE
Jagulaipada,395630,20,4,10,20,12.19760672590103,140.0,1984_4,,0.37887513088573255,1.0,0.5652125916200128,MODERATE
Barada,395627,20,4,11,20,10.0637601260501,140.0,1984_4,,0.3925919553126581,1.0,0.5748143687188607,MODERATE
Arasa,395626,20,4,11,20,9.895492523296266,140.0,1984_4,,0.39369450907703185,1.0,0.5755861563539222,MODERATE
Sikudi,395619,20,4,11,20,7.277943511132883,140.0,1984_4,,0.4112499036318016,1.0,0.5878749325422611,HIGH
Bahadiha,395609,20,4,10,20,13.556535418788425,140.0,1982_2,,0.3805201656255907,1.0,0.5663641159379135,MODERATE
Manapur,395605,20,4,10,20,17.372320122476175,140.0,1982_2,,0.4012416976157478,1.0,0.5808691883310234,HIGH
