slide_no,district,latitude,longitude,location,movement_type,history,source_page,source_text
KER/WYD/58A2/2018/87,Wayanad,11.54316667,76.178,,debris slide,09 August 2018,376,KER/WYD/58A2/2018/87 Kerala Wayanad Nedumkarana NH-212 11.54316667 76.178 Debris Slide 09 August 2018 15546
KER/WYD/58A2/2018/88,Wayanad,11.54819444,76.20772222,,debris slide,09 August 2018,376,KER/WYD/58A2/2018/88 Kerala Wayanad Padivayal NH-212 11.54819444 76.20772222 Debris Slide 09 August 2018 15547
KER/WYD/58A2/2018/89,Wayanad,11.599166,76.084166,Meppadi,debris slide,,376,KER/WYD/58A2/2018/89 Kerala Wayanad Kalpetta ESI Meppadi-Kalpetta Road 11.599166 76.084166 Debris Slide 15th August 2018 15548
KER/WYD/58A2/2018/90,Wayanad,11.578055,76.110833,Meppadi,debris slide,09 August 2018,376,KER/WYD/58A2/2018/90 Kerala Wayanad Kottavayal Meppadi-Kalpetta Road 11.578055 76.110833 Debris Slide 09 August 2018 15549
KER/WYD/58A2/2018/91,Wayanad,11.568888,76.126666,Meppadi,debris slide,09 August 2018,376,KER/WYD/58A2/2018/91 Kerala Wayanad Chembothara Meppadi-Chembothara Road 11.568888 76.126666 Debris Slide 09 August 2018 15550
KER/WYD/58A2/2018/92,Wayanad,11.530277,76.14,Meppadi,debris slide,09 August 2018,376,KER/WYD/58A2/2018/92 Kerala Wayanad Nellimunda Meppadi-Nellimunda-Arrapetta road 11.530277 76.14 Debris Slide 09 August 2018 15551
KER/WYD/58A2/2018/93,Wayanad,11.502222,76.164722,"Chooralmala, Attamala",debris slide,,376,"KER/WYD/58A2/2018/93 Kerala Wayanad Attamala Chooralmala-Attamala road 11.502222 76.164722 rock-cum-debris Slide Initiated 2016, Reactivated Aug, 2018. 15552"
KER/WYD/58A2/2018/94,Wayanad,11.502222,76.164722,Meppadi,soil slide,09 August 2018,376,KER/WYD/58A2/2018/94 Kerala Wayanad Rattakolly Meppadi-Rattakolly road 11.502222 76.164722 soil Slide 09 August 2018 15553
KER/WYD/58A2/2018/95,Wayanad,11.591111,76.068333,,rock slide,,376,KER/WYD/58A2/2018/95 Kerala Wayanad Vellaramkunnu 3 NH-212 11.591111 76.068333 debris-cum-rock Slide 08th and 9th August 2018 15554
KER/WYD/58A2/2018/96,Wayanad,11.585,76.06333,,rock slide,,376,KER/WYD/58A2/2018/96 Kerala Wayanad Vellaramkunnu 4 NH-212 11.585 76.06333 debris-cum-rock Slide 08th and 9th August 2018 15555
KER/WYD/58A2/2018/97,Wayanad,11.582222,76.063055,,debris slide,,376,KER/WYD/58A2/2018/97 Kerala Wayanad Vellaramkunnu 5 NH-212 11.582222 76.063055 rock-cum-debris Slide 08th and 9th August 2018 15556
KER/WYD/58A2/2018/98,Wayanad,11.581388,76.062777,,rock slide,,376,KER/WYD/58A2/2018/98 Kerala Wayanad Vellaramkunnu 6 NH-212 11.581388 76.062777 debris-cum-rock Slide 08th and 9th August 2018 15557
KER/WYD/58A2/2018/99,Wayanad,11.580555,76.0625,,rock slide,,376,KER/WYD/58A2/2018/99 Kerala Wayanad Vellaramkunnu 7 NH-212 11.580555 76.0625 debris-cum-rock Slide 08th and 9th August 2018 15558
KER/WYD/49M13/2018/128,Wayanad,11.90919444,75.99958333,,,09 August 2018,377,KER/WYD/49M13/2018/128 Kerala Wayanad Thirunelli 1 Tirunelli-Kattikulam Rd 11.90919444 75.99958333 Soil Lateral spread 09 August 2018 15587
KER/WYD/49M13/2018/129,Wayanad,11.91005556,75.99888889,,soil slide,09 August 2018,377,KER/WYD/49M13/2018/129 Kerala Wayanad Thirunelli 2 Tirunelli-Kattikulam Rd 11.91005556 75.99888889 Soil Slide 09 August 2018 15588
KER/WYD/49M13/2018/130,Wayanad,11.90366667,75.99972222,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/130 Kerala Wayanad Vellachal Tirunelli-Kattikulam Rd 11.90366667 75.99972222 Debris Slide 09 August 2018 15589
KER/WYD/49M13/2018/135,Wayanad,11.83938889,75.95588889,,rock slide,09 August 2018,377,KER/WYD/49M13/2018/135 Kerala Wayanad Thalapuzha 1 SH-59 11.83938889 75.95588889 debris-cum-rock Slide 09 August 2018 15594
KER/WYD/49M13/2018/136,Wayanad,11.84044444,75.95202778,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/136 Kerala Wayanad Thalapuzha 2 SH-59 11.84044444 75.95202778 Debris Slide 09 August 2018 15595
KER/WYD/49M13/2018/137,Wayanad,11.84061111,75.95144444,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/137 Kerala Wayanad Thalapuzha 3 SH-59 11.84061111 75.95144444 rock-cum-debris Slide 09 August 2018 15596
KER/WYD/49M13/2018/138,Wayanad,11.84066667,75.94527778,,soil slide,09 August 2018,377,KER/WYD/49M13/2018/138 Kerala Wayanad Thalapuzha 4 SH-59 11.84066667 75.94527778 Soil Slide 09 August 2018 15597
KER/WYD/49M13/2018/139,Wayanad,11.83913889,75.94394444,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/139 Kerala Wayanad Thalapuzha 5 SH-59 11.83913889 75.94394444 Debris Slide 09 August 2018 15598
KER/WYD/49M13/2018/140,Wayanad,11.83702778,75.94019444,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/140 Kerala Wayanad Thalapuzha 6 SH-59 11.83702778 75.94019444 rock-cum-debris Slide 09 August 2018 15599
KER/WYD/49M13/2018/141,Wayanad,11.83477778,75.93636111,,rock slide,09 August 2018,377,KER/WYD/49M13/2018/141 Kerala Wayanad Thalapuzha 7 SH-59 11.83477778 75.93636111 debris-cum-rock Slide 09 August 2018 15600
KER/WYD/49M13/2018/142,Wayanad,11.83644444,75.93258333,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/142 Kerala Wayanad Thalapuzha 8 SH-59 11.83644444 75.93258333 Debris Slide 09 August 2018 15601
KER/WYD/49M13/2018/143,Wayanad,11.83658333,75.932,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/143 Kerala Wayanad Thalapuzha 9 SH-59 11.83658333 75.932 rock-cum-debris Slide 09 August 2018 15602
KER/WYD/49M13/2018/144,Wayanad,11.83830556,75.92672222,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/144 Kerala Wayanad Thalapuzha 10 SH-59 11.83830556 75.92672222 rock-cum-debris Slide 09 August 2018 15603
KER/WYD/49M13/2018/145,Wayanad,11.83913889,75.92577778,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/145 Kerala Wayanad Thalapuzha 11 SH-59 11.83913889 75.92577778 Debris Slide 09 August 2018 15604
KER/WYD/49M13/2018/146,Wayanad,11.83963889,75.91594444,,soil slide,09 August 2018,377,KER/WYD/49M13/2018/146 Kerala Wayanad Boys town Mananthavady-Nedumpoil road 11.83963889 75.91594444 Soil Slide 09 August 2018 15605
KER/WYD/49M13/2018/147,Wayanad,11.83827778,75.9175,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/147 Kerala Wayanad Boys town 42 mile Mananthavady-Nedumpoil road 11.83827778 75.9175 Debris Slide 09 August 2018 15606
KER/WYD/49M13/2018/148,Wayanad,11.83430556,75.94691667,,"debris flow, debris flows",9 August 2018,377,KER/WYD/49M13/2018/148 Kerala Wayanad Katterikunnu Thalapuzha local road 11.83430556 75.94691667 Debris Flows 9 August 2018 and 11 & 13 August 2018 15607
KER/WYD/49M13/2018/149,Wayanad,11.83255556,75.96986111,,debris slide,09 August 2018,377,KER/WYD/49M13/2018/149 Kerala Wayanad New Wayanad Eng. college SH-59 11.83255556 75.96986111 Debris Slide 09 August 2018
KER/WYD/49M14/2018/121,Wayanad,11.63177778,75.98794444,,debris slide,,377,KER/WYD/49M14/2018/121 Kerala Wayanad Ettamvayal 1 Vythiri-Tharuvana road 11.63177778 75.98794444 rock-cum-debris Slide 08th and 9th August 2018 15580
KER/WYD/49M14/2018/122,Wayanad,11.63194444,75.98744444,,rock slide,,377,KER/WYD/49M14/2018/122 Kerala Wayanad Ettamvayal 2 Vythiri-Tharuvana road 11.63194444 75.98744444 debris-cum-rock Slide 08th and 9th August 2018 15581
KER/WYD/49M14/2018/123,Wayanad,11.66852778,75.96925,,rock slide,09 August 2018,377,KER/WYD/49M14/2018/123 Kerala Wayanad Naimoola Vythiri-Tharuvana road 11.66852778 75.96925 debris-cum-rock Slide 09 August 2018 15582
KER/WYD/58A1/2018/125,Wayanad,11.90411111,76.01644444,,debris slide,09 August 2018,377,KER/WYD/58A1/2018/125 Kerala Wayanad Tirunelli-Kattikulam Rd-1 Tirunelli-Kattikulam Rd 11.90411111 76.01644444 Debris Slide 09 August 2018 15584
KER/WYD/58A1/2018/126,Wayanad,11.90438889,76.01625,,debris slide,09 August 2018,377,KER/WYD/58A1/2018/126 Kerala Wayanad Tirunelli-Kattikulam Rd-2 Tirunelli-Kattikulam Rd 11.90438889 76.01625 Debris Slide 09 August 2018 15585
KER/WYD/58A1/2018/127,Wayanad,11.90288889,76.01180556,,soil slide,09 August 2018,377,KER/WYD/58A1/2018/127 Kerala Wayanad Tirunelli-Kattikulam Rd-3 Tirunelli-Kattikulam Rd 11.90288889 76.01180556 Soil Slide 09 August 2018 15586
KER/WYD/58A1/2018/131,Wayanad,11.87958333,76.03261111,,debris slide,09 August 2018,377,KER/WYD/58A1/2018/131 Kerala Wayanad Panavalli Rd Panavalli Rd 11.87958333 76.03261111 Debris Slide 09 August 2018 15590
KER/WYD/58A1/2018/132,Wayanad,11.84219444,76.03925,,subsidence,09 August 2018,377,KER/WYD/58A1/2018/132 Kerala Wayanad Kuricharmoola colony Aanappara road 11.84219444 76.03925 Soil Subsidence 09 August 2018 15591
KER/WYD/58A1/2018/133,Wayanad,11.75983333,76.01458333,,,09 August 2018,377,KER/WYD/58A1/2018/133 Kerala Wayanad Kottayatukunnu Jumma-Masjid road 11.75983333 76.01458333 Soil Spread 09 August 2018 15592
KER/WYD/58A1/2018/134,Wayanad,11.76883333,76.00266667,,debris slide,09 August 2018,377,KER/WYD/58A1/2018/134 Kerala Wayanad Thonichal 4th Mile-Mananthavady road 11.76883333 76.00266667 Debris Slide 09 August 2018 15593
KER/WYD/58A2/2018/105,Wayanad,11.567777,76.028333,,debris slide,09 August 2018,377,KER/WYD/58A2/2018/105 Kerala Wayanad 12th bridge Vythiri-Tharuvana road 11.567777 76.028333 rock-cum-debris Slide 09 August 2018 15564
KER/WYD/58A2/2018/106,Wayanad,11.55055,76.035,,rock slide,09 August 2018,377,KER/WYD/58A2/2018/106 Kerala Wayanad Pookod-Pozhuthana Rd Pookod-Pozhuthana Rd 11.55055 76.035 debris-cum-rock Slide 09 August 2018 15565
KER/WYD/58A2/2018/107,Wayanad,11.54,76.027222,,debris slide,09 August 2018,377,KER/WYD/58A2/2018/107 Kerala Wayanad Pookode lake 1 Pookode lake road 11.54 76.027222 rock-cum-debris Slide 09 August 2018 15566
KER/WYD/58A2/2018/108,Wayanad,11.5375,76.0275,,rock slide,09 August 2018,377,KER/WYD/58A2/2018/108 Kerala Wayanad Pookode lake 2 Pookode lake road 11.5375 76.0275 debris-cum-rock Slide 09 August 2018 15567
KER/WYD/58A2/2018/109,Wayanad,11.53888,76.02722,,rock slide,09 August 2018,377,KER/WYD/58A2/2018/109 Kerala Wayanad Pookode lake 3 Pookode lake road 11.53888 76.02722 debris-cum-rock Slide 09 August 2018 15568
KER/WYD/58A2/2018/110,Wayanad,11.54888,76.39166,,rock slide,09 August 2018,377,KER/WYD/58A2/2018/110 Kerala Wayanad Vythiri 2 NH-212 11.54888 76.39166 debris-cum-rock Slide 09 August 2018 15569
KER/WYD/58A2/2018/111,Wayanad,11.55,76.0386,,rock slide,09 August 2018,377,KER/WYD/58A2/2018/111 Kerala Wayanad Vythiri 3 NH-212 11.55 76.0386 debris-cum-rock Slide 09 August 2018 15570
KER/WYD/58A2/2018/112,Wayanad,11.631666,76.193055,,debris slide,01-07-2018,377,KER/WYD/58A2/2018/112 Kerala Wayanad Kallaramkula Kumbaleri local road 11.631666 76.193055 rock-cum-debris Slide 01-07-2018 15571
KER/WYD/58A2/2018/113,Wayanad,11.59002778,76.2085,,debris slide,08 August 2018,377,KER/WYD/58A2/2018/113 Kerala Wayanad Narikundu 1 Narikundu local road 11.59002778 76.2085 Debris Slide 08 August 2018 15572
KER/WYD/58A2/2018/114,Wayanad,11.58425,76.19588889,,debris slide,08 August 2018,377,KER/WYD/58A2/2018/114 Kerala Wayanad Narikundu 2 Narikundu local road 11.58425 76.19588889 Debris Slide 08 August 2018 15573
KER/WYD/58A2/2018/115,Wayanad,11.58372222,76.195,,debris slide,,377,KER/WYD/58A2/2018/115 Kerala Wayanad Narikundu 3 Narikundu local road 11.58372222 76.195 Debris Slide 08th and 9th August 2018 15574
KER/WYD/58A2/2018/117,Wayanad,11.61488889,76.06594444,,subsidence,,377,KER/WYD/58A2/2018/117 Kerala Wayanad Edaguni SH-54 11.61488889 76.06594444 Soil Subsidence 15th August 2018 15576
KER/WYD/58A2/2018/118,Wayanad,11.59269444,76.03736111,,debris slide,09 August 2018,377,KER/WYD/58A2/2018/118 Kerala Wayanad Anoth 1 Anoth Road 11.59269444 76.03736111 rock-cum-debris Slide 09 August 2018 15577
KER/WYD/58A2/2018/119,Wayanad,11.59316667,76.03441667,,soil slide,09 August 2018,377,KER/WYD/58A2/2018/119 Kerala Wayanad Anoth 2 Anoth Road 11.59316667 76.03441667 Soil Slide 09 August 2018 15578
KER/WYD/58A2/2018/120,Wayanad,11.59783333,76.01502778,,rock slide,,377,KER/WYD/58A2/2018/120 Kerala Wayanad Achoor Vythiri-Tharuvana road 11.59783333 76.01502778 debris-cum-rock Slide 08th and 9th August 2018 15579
KER/WYD/58A2/2018/124,Wayanad,11.59483333,76.08002778,,debris slide,09 August 2018,377,KER/WYD/58A2/2018/124 Kerala Wayanad Chuzhali Kunnampetta-Madiyoor-Kuni road 11.59483333 76.08002778 Debris Slide 09 August 2018 15583
KER/WYD/58A6/2018/116,Wayanad,11.73661111,76.27,,debris slide,,377,KER/WYD/58A6/2018/116 Kerala Wayanad Pallivayal Vadakkanad-Pallivayal forest road 11.73661111 76.27 rock-cum-debris Slide 08th and 9th August 2018 15575
KER/WYD/58A2/2018/150,Wayanad,11.60169444,76.06908333,,debris slide,09 August 2018,378,KER/WYD/58A2/2018/150 Kerala Wayanad Chenamala 1 Thurkey bazar-Kaithakolly local road 11.60169444 76.06908333 Debris Slide 09 August 2018 15609
KER/WYD/58A2/2018/151,Wayanad,11.60177778,76.06994444,,debris slide,09 August 2018,378,KER/WYD/58A2/2018/151 Kerala Wayanad Chenamala 2 Thurkey bazar-Kaithakolly local road 11.60177778 76.06994444 Debris Slide 09 August 2018 15610
KER/WYD/58A2/2018/152,Wayanad,11.59652778,76.02827325,,debris slide,09 August 2018,378,KER/WYD/58A2/2018/152 Kerala Wayanad Chenamala 3 Anoth local road 11.59652778 76.02827325 Debris Slide 09 August 2018 15611
KER/WYD/58A2/2018/153,Wayanad,11.62777778,76.02786111,,soil slide,09 August 2018,378,KER/WYD/58A2/2018/153 Kerala Wayanad Thekumthara Pinangode-Thekumthara local road 11.62777778 76.02786111 Soil Slide 09 August 2018 15612
KER/WYD/58A2/2018/154,Wayanad,11.64625,76.03088889,,"debris slide, soil creep, creep",09 August 2018,378,"KER/WYD/58A2/2018/154 Kerala Wayanad Korattapadi Thekumthara-Korattapadi local road 11.64625 76.03088889 Soil Creep 09 August 2018 15613 1 Kerala Thiruvananthapuram Ponmudi 6/22 Hair pin curve 8.7437 77.1226 Debris Slide 10th August 2018 15614 2 Kerala Thiruvananthapuram Ponmudi 8.7531 77.1252 Debris Slide 10th August 2018 15615 3 Kerala Thiruvananthapuram 8.7557 77.1248 Debris Slide 10th August 2018, 10.30pm 15616 4 Kerala Kollam Chippanchira 8.749 77.0235 Debris Slide 10th August 2018 10.30pm 15617 5 Kerala Kollam Aryankavu New Railway Station 8.9555 77.1333 Debris Slide 14th August 2018 10.30pm 15618 6 Kerala Kollam Aryankavu 8.9741 77.1459 Debris Slide 14th August 2018 10.30pm 15619 7 Kerala Kollam Aryankavu Old Railway Station 8.982 77.1529 Debris Slide 14th August 2018 15620 8 Kerala Kollam Thenmala Railway Station 8.9648 77.08 Debris Slide 14th August 2018 15621"
KRL/KKD/49M/14/19/20,Wayanad,11.55746,76.912113,,,,378,KRL/KKD/49M/14/19/20 Kerala Kozhikode KakkaKam to kakkayam Dam road slide_1 Bappootikannu 11.55746 76.912113 Debris. slide 15th August 2018 15641
KRL/KKD/49M/14/19/21,Wayanad,11.55711,75.913033,,debris slide,,378,KRL/KKD/49M/14/19/21 Kerala Kozhikode KakkaKam to kakkayam Dam road slide_2 Kakkayam to Kakkayam Dam PWD road 11.55711 75.913033 Debris slide 15th August 2018 15642
KRL/KKD/49M/14/19/22,Wayanad,11.56103,75.91486,,,,378,KRL/KKD/49M/14/19/22 Kerala Kozhikode KakkaKam to kkayam Dam road slide_3 KakkaKam to kkayam Dam PWD road slide 11.56103 75.91486 Rock cum Debris. slide 15th August 2018 15643
KRL/KKD/49M/14/19/23,Wayanad,11.557,75.9132,,,,378,KRL/KKD/49M/14/19/23 Kerala Kozhikode KakkaKam to kkayam Dam road slide_4 KakkaKam to kkayam Dam PWD road 11.557 75.9132 Debris. Slide 15th August 2018 15644
KRL/KKD/49M/14/2019/24,Wayanad,11.5495,75.9143,,"rock cum debris slide, debris slide",,378,KRL/KKD/49M/14/2019/24 Kerala Kozhikode KakkaKam to kkayam Dam road slide_5 KakkaKam to kkayam Dam PWD road 11.5495 75.9143 Rock cum Debris Slide 15th August 2018 15645
KRL/KKD/49M/15/19/19,Wayanad,11.516353,76.909694,,,,378,KRL/KKD/49M/15/19/19 Kerala Kozhikode Chidi slide Chidikuzhi 11.516353 76.909694 Rock cum debris. slide 15th August 2018 15640
KRL/KKD/49M/15/6,Wayanad,11.4589,76.063204,,"rock cum debris flow, debris flow",,378,KRL/KKD/49M/15/6 Kerala Kozhikode Vallolikkal slide Koorotipara village 11.4589 76.063204 Rock cum debris Flow 15th August 2018 15627
KRL/KKD/58A/03/19/10,Wayanad,11.448076,76.066732,,debris slide,,378,"KRL/KKD/58A/03/19/10 Kerala Kozhikode Kadappanchal_1 Kandappachal,Nellipoyal village 11.448076 76.066732 Debris slide 15th August 2018 15631"
KRL/KKD/58A/03/19/11,Wayanad,11.447025,76.064183,,soil flow,,378,KRL/KKD/58A/03/19/11 Kerala Kozhikode Kadappanchal_2 Kadappanchal 11.447025 76.064183 Debris cum soil Flow 15th August 2018 15632
KRL/KKD/58A/03/19/13,Wayanad,11.392986,76.077699,,"rock cum debris slide, debris slide",,378,KRL/KKD/58A/03/19/13 Kerala Kozhikode Kallanpullu Poovaranthode 11.392986 76.077699 rock cum debris Slide 15th August 2018 15634
KRL/KKD/58A/03/19/15,Wayanad,11.3514,76.0758,,debris flow,,378,KRL/KKD/58A/03/19/15 Kerala Kozhikode Chulliyam_1 Chulliyam(Tribal colony) 11.3514 76.0758 Debris flow flow 15th August 2018 15636
KRL/KKD/58A/03/19/16,Wayanad,11.354191,76.058962,,,,378,KRL/KKD/58A/03/19/16 Kerala Kozhikode Panackachal_1 Panackachal 11.354191 76.058962 Rock cum debris. flow 15th August 2018 15637
KRL/KKD/58A/03/19/17,Wayanad,11.3524,76.0583,,debris flow,,378,KRL/KKD/58A/03/19/17 Kerala Kozhikode Panackachal_2 Panackachal 11.3524 76.0583 Debris flow flow 15th August 2018 15638
KRL/KKD/58A/03/19/18,Wayanad,11.35099,76.05894,,,,378,KRL/KKD/58A/03/19/18 Kerala Kozhikode Panackacahal_3 Panackacahal 11.35099 76.05894 Rock cum debris. flow 15th August 2018 15639
KRL/KKD/58A/03/19/27,Wayanad,11.352108,76.077271,,debris slide,,378,KRL/KKD/58A/03/19/27 Kerala Kozhikode Kadavu slide Manjakadavu 11.352108 76.077271 Debris slide slide 15th August 2018
KRL/KKD/58A/03/19/8,Wayanad,11.4516,76.0604,,debris slide,,378,KRL/KKD/58A/03/19/8 Kerala Kozhikode Mundur slide Mundur 11.4516 76.0604 Soil cum debris slide slide 15th August 2018 15629
KRL/KKD/58A/3/2018/26,Wayanad,11.3400129,76.071157,,debris flow,,378,KRL/KKD/58A/3/2018/26 Kerala Kozhikode Anaodu slide Koodaranhi village 11.3400129 76.071157 Debris Flow 15th August 2018 15647
KRL/KKD/58A/3/2019/25,Wayanad,11.381632,76.083944,,,,378,KRL/KKD/58A/3/2019/25 Kerala Kozhikode Medapara_1 Medapara 11.381632 76.083944 Debris. Flow 15th August 2018 15646
KRL/KOZ/58C/14/2018/14,Wayanad,11.448076,76.066732,,,,378,KRL/KOZ/58C/14/2018/14 Kerala Kozhikode Kandappanchal Nellipoyal 11.448076 76.066732 Debris. Slide 12th August 2018 15635
KRL/KTM/58C/14/2018/12,Wayanad,11.4516,76.0604,,,,378,KRL/KTM/58C/14/2018/12 Kerala Kozhikode Mundur slide Mundur 11.4516 76.0604 Debris. flow 12th August 2018 15633
KRL/KZH/49M/15/2018/5,Wayanad,11.49753,75.982558,,"rock cum debris flow, debris flow",,378,KRL/KZH/49M/15/2018/5 Kerala Kozhikode KannapunKundru slide-1 KannapunKundru 11.49753 75.982558 Rock cum debris flow Rotational 15th August 2018 15626
KRL/KZH/49M/15/2018/7,Wayanad,11.498281,75.9842,,,,378,KRL/KZH/49M/15/2018/7 Kerala Kozhikode KannappanKundru slide-2 KannappanKundru 11.498281 75.9842 Rock cum Debris. flow 17th August 2018 15628
KRL/KZH/58A/3/14/2018/02,Wayanad,11.31864,76.112463,,"rock cum debris slide, debris slide",3/14/2018,378,KRL/KZH/58A/3/14/2018/02 Kerala Kozhikode Kakkad slide-2 Kakkad 11.31864 76.112463 Rock cum debris Slide 17th August 2018 15623
KRL/KZH/58A/3/14/2018/1,Wayanad,11.318572,76.111157,,debris flow,3/14/2018,378,KRL/KZH/58A/3/14/2018/1 Kerala Kozhikode Kakkadslide-1 Kakkad 11.318572 76.111157 Debris flow 17th August 2018 15622
KRL/KZH/58A/3/2018/03,Wayanad,11.322878,76.111882,,"rock cum debris flow, debris flow",,378,KRL/KZH/58A/3/2018/03 Kerala Kozhikode Kakkadslide-3 Kakkad 11.322878 76.111882 Rock cum debris Flow 17th August 2018 15624
KRL/KZH/58C/14/2018/4,Wayanad,11.331245,76.100913,,debris slide,,378,KRL/KZH/58C/14/2018/4 Kerala Kozhikode Thalakkad slide Thalakkad 11.331245 76.100913 Debris Slide 16th August 2018 15625
KRL/KZH/58C/14/2018/9,Wayanad,11.4589,76.063204,,debris flow,,378,KRL/KZH/58C/14/2018/9 Kerala Kozhikode Nellipoyal slide Nellipoyal 11.4589 76.063204 Rock cum Debris. Debris flow 12th August 2018 15630
KER/WYD/58A03/2024/01,Wayanad,11.46277778,76.13416667,"Mundakkai, Chooralmala, Meppadi",debris flow,,392,"KER/WYD/58A03/2024/01 Kerala Wayanad Mundakkai- Chooralmala Mundakkai-Chooralmala- Meppadi road 11.46277778 76.13416667 Debris Flow 30th July 2024, around 1.00AM 16068"
KER/WYN/49M14/2019/04,Wayanad,11.658103,75.978842,,debris slide,,392,"KER/WYN/49M14/2019/04 Kerala Wayanad Manjoora, Mundancholakunnu Panamkuzhi - Mundancholakunnu SC colony road 11.658103 75.978842 Debris Slide 8th August 2019, 14.30 hrs 16072"
KER/WYN/49M14/2019/05,Wayanad,11.657041,75.980058,,rock topple,,392,"KER/WYN/49M14/2019/05 Kerala Wayanad Manjoora, Mundancholakunnu - 11.657041 75.980058 Rock Topple 8th August 2019, 14.30 hrs 16073"
KER/WYN/49M14/2019/06,Wayanad,11.659552,75.972902,,debris slide,,392,"KER/WYN/49M14/2019/06 Kerala Wayanad Manjoora Manjoora - Thenamackal road 11.659552 75.972902 Debris Slide 8th August 2019, 14.45 hrs 16074"
KER/WYN/49M14/2019/07,Wayanad,11.661645,75.971561,,debris flow,,392,"KER/WYN/49M14/2019/07 Kerala Wayanad Thenamackal - 11.661645 75.971561 Debris Flow 8th August 2019, 14.45 hrs 16075"
KER/WYN/49M14/2019/08,Wayanad,11.666862,75.96369,,debris slide,,392,KER/WYN/49M14/2019/08 Kerala Wayanad Naaymoola - Vellaranji Pathimoonaam Mile road 11.666862 75.96369 Debris Slide 8th August 2019 16076
KER/WYN/49M14/2019/09,Wayanad,11.672258,75.964571,,debris slide,,392,"KER/WYN/49M14/2019/09 Kerala Wayanad Kottalakunnu Banasura Dam road 11.672258 75.964571 Debris Slide 8th August 2019, 14.25 hrs 16077"
KER/WYN/49M14/2019/10,Wayanad,11.671605,75.965091,,debris slide,,392,"KER/WYN/49M14/2019/10 Kerala Wayanad Kottalakunnu - 11.671605 75.965091 Debris Slide 8th August 2019, 14.45 hrs 16078"
KER/WYN/49M14/2019/11,Wayanad,11.677335,75.935827,,debris slide,,392,"KER/WYN/49M14/2019/11 Kerala Wayanad Meenmutty Waterfall - 11.677335 75.935827 Debris Slide 8th August 2019, 14.30 hrs 16079"
KER/WYN/49M14/2019/12,Wayanad,11.677298,75.936129,,debris slide,,392,"KER/WYN/49M14/2019/12 Kerala Wayanad Near Banasura - Meenmutty Waterfall - 11.677298 75.936129 Debris Slide 8th August 2019, 15.00 hrs 16080"
KER/WYN/49M14/2019/13,Wayanad,11.677545,75.938094,,debris slide,,392,"KER/WYN/49M14/2019/13 Kerala Wayanad Near Banasura - Meenmutty Waterfall - 11.677545 75.938094 Debris Slide 8th August 2019, 15.00 hrs 16081"
KER/WYN/49M14/2019/14,Wayanad,11.667126,75.935811,,debris flow,,392,"KER/WYN/49M14/2019/14 Kerala Wayanad Kuttiyamvayal Ozhakkanamukku - Kaalappali Road 11.667126 75.935811 Debris Flow 8th August 2019, 15.00 hrs 16082"
KER/WYN/49M14/2019/15,Wayanad,11.661104,75.944221,,debris slide,,392,"KER/WYN/49M14/2019/15 Kerala Wayanad Mangalamkunnu Colony, Kuttiyamvayal Kuttiyamvayal - Madam Road 11.661104 75.944221 Debris Slide 8th August 2019, 15.00 hrs 16083"
KER/WYN/49M14/2019/16,Wayanad,11.673298,75.93707,,debris slide,,392,"KER/WYN/49M14/2019/16 Kerala Wayanad Kaappikalam, Moolanveli Mankottu - Moolanveli Road 11.673298 75.93707 Debris Slide 8th August 2019, 16.00 hrs 16084"
KER/WYN/49M14/2019/17,Wayanad,11.673744,75.944393,,soil slide,,392,"KER/WYN/49M14/2019/17 Kerala Wayanad Kaappikalam, Opp. Bonita Banasura Hotel Manjoora - Kaappikalam road 11.673744 75.944393 Soil Slide 8th August 2019, 15.00 hrs 16085"
KER/WYN/49M14/2019/18,Wayanad,11.661048,75.966357,,debris slide,,392,"KER/WYN/49M14/2019/18 Kerala Wayanad 13th mile Vythiri - Tharona road 11.661048 75.966357 Debris Slide 8th August 2019, 15.00 hrs 16086"
KER/WYN/49M14/2019/20,Wayanad,11.683847,75.943592,,debris flow,,392,"KER/WYN/49M14/2019/20 Kerala Wayanad Narikolli (Padinjarathara village) - 11.683847 75.943592 Debris Flow 8th August 2019, 17.00 hrs. 16088"
KER/WYN/49M14/2019/21,Wayanad,11.725066,75.906303,,debris flow,,392,"KER/WYN/49M14/2019/21 Kerala Wayanad Perincherimala Perincherimala road 11.725066 75.906303 Debris Flow 8th August 2019, 23.30 hrs 16089"
KER/WYN/49M14/2019/22,Wayanad,11.724502,75.904475,,debris flow,,392,"KER/WYN/49M14/2019/22 Kerala Wayanad Perincherimala Perincherimala road 11.724502 75.904475 Debris Flow 8th August 2019, 18.00 hrs 16090"
